[LXX | EL | OT | Job | Chapter 35 | Verse 1] Ὑπολαβὼν δὲ Ἐλιοὺς, λέγει,
[LXX | EL | OT | Job | Chapter 35 | Verse 2] Τί τοῦτο ἡγήσω ἐν κρίσει; σὺ τίς εἶ, ὅτι εἶπας, δίκαιός εἰμι ἔναντι Κυρίου;
[LXX | EL | OT | Job | Chapter 35 | Verse 4] Ἐγώ σοι δώσω ἀπόκρισιν, καὶ τοῖς τρισὶ φίλοις σου.
[LXX | EL | OT | Job | Chapter 35 | Verse 5] Ἀνάβλεψον εἰς τὸν οὐρανὸν, καὶ ἴδε· κατάμαθε δὲ νέφη, ὡς ὑψηλὰ ἀπὸ σοῦ.
[LXX | EL | OT | Job | Chapter 35 | Verse 6] Εἰ ἥμαρτες, τί πράξεις; εἰ δὲ καὶ πολλὰ ἠνόμησας, τί δύνασαι ποιῆσαι;
[LXX | EL | OT | Job | Chapter 35 | Verse 7] Ἐπεὶ δὲ οὖν δίκαιος εἶ, τί δώσεις αὐτῷ; ἢ τί ἐκ χειρός σου λήψεται;
[LXX | EL | OT | Job | Chapter 35 | Verse 8] Ἀνδρὶ τῷ ὁμοίῳ σου ἡ ἀσέβειά σου, καὶ υἱῷ ἀνθρώπου ἡ δικαιοσύνη σου.
[LXX | EL | OT | Job | Chapter 35 | Verse 9] Ἀπὸ πλήθους συκοφαντούμενοι κεκράξονται, βοήσονται ἀπὸ βραχίονος πολλῶν.
[LXX | EL | OT | Job | Chapter 35 | Verse 10] Καὶ οὐκ εἶπε, ποῦ ἐστιν ὁ Θεὸς ὁ ποιήσας με, ὁ κατατάσσων φυλακὰς νυκτερινὰς,
[LXX | EL | OT | Job | Chapter 35 | Verse 11] ὁ διορίζων με ἀπὸ τετραπόδων γῆς, ἀπὸ δὲ πετεινῶν οὐρανοῦ;
[LXX | EL | OT | Job | Chapter 35 | Verse 12] Ἐκεῖ κεκράξονται, καὶ οὐ μὴ εἰσακούσῃ, καὶ ἀπὸ ὕβρεως πονηρῶν.
[LXX | EL | OT | Job | Chapter 35 | Verse 13] Ἄτοπα γὰρ οὐ βούλεται ἰδεῖν ὁ Κύριος, αὐτὸς γὰρ ὁ παντοκράτωρ.
[LXX | EL | OT | Job | Chapter 35 | Verse 14] Ὁρατής ἐστι τῶν συντελούντων τὰ ἄνομα, καὶ σώσει με· κρίθητι δὲ ἐναντίον αὐτοῦ, εἰ δύνασαι αὐτὸν αἰνέσαι, ὡς ἔστι καὶ νῦν.
[LXX | EL | OT | Job | Chapter 35 | Verse 15] “Ὅτι οὐκ ἔστιν ἐπισκεπτόμενος ὀργὴν αὐτοῦ, καὶ οὐκ ἔγνω παράπτωμά τι σφόδρα·
[LXX | EL | OT | Job | Chapter 35 | Verse 16] καὶ Ἰὼβ ματαίως ἀνοίγει τὸ στόμα αὐτοῦ, ἐν ἀγνωσίᾳ ῥήματα βαρύνει.
