[LXX | EL | OT | Job | Chapter 34 | Verse 1] Ὑπολαβὼν δὲ Ἐλιοὺς, λέγει,
[LXX | EL | OT | Job | Chapter 34 | Verse 2] Ἀκούσατέ μου σοφοὶ, ἐπιστάμενοι ἐνωτίζεσθε.
[LXX | EL | OT | Job | Chapter 34 | Verse 3] Ὅτι οὖς λόγους δοκιμάζει, καὶ λάρυγξ γεύεται βρῶσιν.
[LXX | EL | OT | Job | Chapter 34 | Verse 4] Κρίσιν ἑλώμεθα ἑαυτοῖς, γνῶμεν ἀναμέσον ἑαυτῶν, ὅ, τι καλόν.
[LXX | EL | OT | Job | Chapter 34 | Verse 5] Ὅτι εἴρηκεν Ἰὼβ, δίκαιός εἰμι· ὁ Κύριος ἀπήλλαξέ μου τὸ κρίμα.
[LXX | EL | OT | Job | Chapter 34 | Verse 6] Ἐψεύσατο δὲ τῷ κρίματί μου, βίαιον τὸ βέλος μου ἄνευ ἀδικίας.
[LXX | EL | OT | Job | Chapter 34 | Verse 7] Τίς ἀνὴρ ὥσπερ Ἰὼβ, πίνων μυκτηρισμὸν ὥσπερ ὕδωρ;
[LXX | EL | OT | Job | Chapter 34 | Verse 8] Οὐχ ἁμαρτῶν οὐδὲ ἀσεβήσας, ἢ οὐδʼ οὐ κοινωνήσας μετὰ ποιούντων τὰ ἄνομα, τοῦ πορευθῆναι μετὰ ἀσεβῶν.
[LXX | EL | OT | Job | Chapter 34 | Verse 9] Μὴ γὰρ εἴπῃς, ὅτι οὐκ ἔσται ἐπισκοπὴ ἀνδρός, καὶ ἐπισκοπὴ αὐτῷ παρὰ Κυρίου.
[LXX | EL | OT | Job | Chapter 34 | Verse 10] Διὸ συνετοὶ καρδίας ἀκούσατέ μου, μή μοι εἴη ἔναντι Κυρίου ἀσεβῆσαι, καὶ ἔναντι παντοκράτορος ταράξαι τὸ δίκαιον.
[LXX | EL | OT | Job | Chapter 34 | Verse 11] Ἀλλὰ ἀποδιδοῖ ἀνθρώπῳ καθὰ ποιεῖ ἕκαστος αὐτῶν, καὶ ἐν τρίβῳ ἀνδρὸς εὑρήσει αὐτόν.
[LXX | EL | OT | Job | Chapter 34 | Verse 12] Οἴει δὲ τὸν Κύριον ἄτοπα ποιήσειν, ἢ ὁ παντοκράτωρ ταράξει κρίσιν,
[LXX | EL | OT | Job | Chapter 34 | Verse 13] ὃς ἐποίησε τὴν γῆν; Τίς δέ ἐστιν ὁ ποιῶν τὴν ὑπʼ οὐρανὸν, καὶ τὰ ἐνόντα πάντα;
[LXX | EL | OT | Job | Chapter 34 | Verse 14] Εἰ γὰρ βούλοιτο συνέχειν, καὶ τὸ σνεῦμα παρʼ αὐτῷ κατασχεῖν,
[LXX | EL | OT | Job | Chapter 34 | Verse 15] τελευτήσει πᾶσα σὰρξ ὁμοθυμαδὸν, πᾶς δὲ βροτὸς εἰς γῆν ἀπελεύσεται, ὅθεν καὶ ἐπλάσθη.
[LXX | EL | OT | Job | Chapter 34 | Verse 16] Ἴδὲ μὴ νουθετῇ, ἄκουε ταῦτα, ἐνωτίζου φωνὴν ῥημάτων.
[LXX | EL | OT | Job | Chapter 34 | Verse 17] Ἴδε σὺ τὸν μισοῦντα ἄνομα, καὶ τὸν ὀλλύντα τοὺς πονηροὺς, ὄντα αἰώνιον δίκαιον.
[LXX | EL | OT | Job | Chapter 34 | Verse 18] Ἀσεβὴς ὁ λέγων βασιλεῖ, παρανομεῖς, ἀσεβέστατε τοῖς ἄρχουσιν.
[LXX | EL | OT | Job | Chapter 34 | Verse 19] Ὃς οὐκ ἐπαισχυνθῇ πρόσωπον ἐντίμου, οὐδὲ οἶδε τιμὴν θέσθαι ἁδροῖς θαυμασθῆναι πρόσωπα αὐτῶν.
[LXX | EL | OT | Job | Chapter 34 | Verse 20] Κενὰ δὲ αὐτοῖς ἀποβήσεται, τὸ κεκραγέναι καὶ δεῖσθαι ἀνδρός· ἐχρήσαντο γὰρ παρανόμως, ἐκκλινομένων ἀδυνάτων.
[LXX | EL | OT | Job | Chapter 34 | Verse 21] Αὐτὸς γὰρ ὁρατής ἐστιν ἔργων ἀνθρώπων, λέληθε δὲ αὐτὸν οὐδὲν ὧν πράσσουσιν.
[LXX | EL | OT | Job | Chapter 34 | Verse 22] Οὐδὲ ἔσται τόπος τοῦ κρυβῆναι τοὺς ποιοῦντας τὰ ἄνομα·
[LXX | EL | OT | Job | Chapter 34 | Verse 23] Ὅτι οὐκ ἐπʼ ἄνδρα θήσει ἔτι.
[LXX | EL | OT | Job | Chapter 34 | Verse 24] Ὁ γὰρ Κύριος πάντας ἐφορᾷ· ὁ καταλαμβάνων ἀνεξιχνίαστα, ἔνδοξά τε καὶ ἐξαίσια, ὧν οὐκ ἔστιν ἀριθμός.
[LXX | EL | OT | Job | Chapter 34 | Verse 25] Ὁ γνωρίζων αὐτῶν τὰ ἔργα, καὶ στρέψει νύκτα καὶ ταπεινωθήσοται.
[LXX | EL | OT | Job | Chapter 34 | Verse 26] Ἔσβεσε δὲ ἀσεβεῖς, ὁρατοὶ δὲ ἐναντίον αὐτοῦ.
[LXX | EL | OT | Job | Chapter 34 | Verse 27] Ὅτι ἐξέκλιναν ἐκ νόμου Θεοῦ, δικαιώματα δὲ αὐτοῦ οὐκ ἐπέγνωσαν,
[LXX | EL | OT | Job | Chapter 34 | Verse 28] τοῦ ἐπαγαγεῖν ἐπʼ αὐτὸν κραυγὴν πενήτων, καὶ κραυγὴν πτωχῶν εἰσακούσεται.
[LXX | EL | OT | Job | Chapter 34 | Verse 29] Καὶ αὐτὸς ἡσυχίαν παρέξει, καὶ τίς καταδικάσεται; καὶ κρύψει πρόσωπον, καὶ τίς ὄψεται αὐτόν; καὶ κατὰ ἔθνους, καὶ κατὰ ἀνθρώπου ὁμοῦ.
[LXX | EL | OT | Job | Chapter 34 | Verse 30] Βασιλεύων ἀνθρωπον ὑποκριτὴν ἀπὸ δυσκολίας λαοῦ.
[LXX | EL | OT | Job | Chapter 34 | Verse 31] Ὅτι πρὸς τὸν ἰσχυρὸν ὁ λέγων, εἴληφα, οὐκ ἐνεχυράσω·
[LXX | EL | OT | Job | Chapter 34 | Verse 32] Ἄνευ ἐμαυτοῦ ὄψομαι· σὺ δεῖξόν μοι, εἰ ἀδικίαν εἰργασάμην, οὐ μὴ προσθήσω.
[LXX | EL | OT | Job | Chapter 34 | Verse 33] Μὴ ἀπὸ σοῦ ἀποτίσει αὐτὴν, ὅτι σὺ ἀπώσῃ; ὅτι σὺ ἐκλέξῃ καὶ οὐκ ἐγώ; καὶ τί ἔγνως, λάλησον.
[LXX | EL | OT | Job | Chapter 34 | Verse 34] Διὸ συνετοὶ καρδίας ἐροῦσι ταῦτα, ἀνὴρ δὲ σοφὸς ἀκήκοέ μου τὸ ῥῆμα.
[LXX | EL | OT | Job | Chapter 34 | Verse 35] Ἰὼβ δὲ οὐκ ἐν συνέσει ἐλάλησε, τὰ ῥήματα αὐτοῦ οὐκ ἐν ἐπιστήμῃ.
[LXX | EL | OT | Job | Chapter 34 | Verse 36] Οὐ μὴν δὲ ἀλλὰ μάθε Ἰώβ, μὴ δῷς ἔτι ἀνταπόκρισιν ὥσπερ οἱ ἄφρονες·
[LXX | EL | OT | Job | Chapter 34 | Verse 37] Ἵνα μὴ προσθῶμεν ἐφʼ ἁμαρτίας ἡμῶν, ἀνομία δὲ ἐφʼ ἡμῖν λογισθήσεται, πολλὰ λαλούντων ῥήματα ἐναντίον τοῦ Κυρίου.
