[LXX | EL | OT | Job | Chapter 16 | Verse 1] Ὑπολαβὼν δὲ Ἰὼβ, λέγει,
[LXX | EL | OT | Job | Chapter 16 | Verse 2] Ἀκήκοα τοιαῦτα πολλὰ, παρακλήτορες κακῶν πάντες.
[LXX | EL | OT | Job | Chapter 16 | Verse 3] Τί γάρ; μὴ τάξις ἐστὶ ῥήμασι πνεύματος; ἢ τί παρενοχλήσει σοι ὅτι ἀποκρίνῃ;
[LXX | EL | OT | Job | Chapter 16 | Verse 4] Κᾀγὼ καθʼ ὑμᾶς λαλήσω· εἰ ὑπέκειτό γε ἡ ψυχὴ ὑμῶν ἀντὶ τῆς ἐμῆς, εἶτʼ ἐναλοῦμαι ὑμῖν ῥήμασι· κινήσω δὲ καθʼ ὑμῶν κεφαλήν.
[LXX | EL | OT | Job | Chapter 16 | Verse 5] Εἴη δὲ ἰσχὺς ἐν τῷ στόματί μου, κίνησιν δὲ χειλέων οὐ φείσομαι.
[LXX | EL | OT | Job | Chapter 16 | Verse 6] Ἐὰν γὰρ λαλήσω, οὐκ ἀλγήσω τὸ τραῦμα· ἐὰν δὲ καὶ σιωπήσω, τί ἔλαττον τρωθήσομαι;
[LXX | EL | OT | Job | Chapter 16 | Verse 7] Νῦν δὲ κατάκοπόν με πεποίηκε μωρὸν σεσηπότα, καὶ ἐπελάβου μου.
[LXX | EL | OT | Job | Chapter 16 | Verse 8] Εἰς μαρτύριον ἐγενήθη, καὶ ἀνέστη ἐν ἐμοὶ τὸ ψεῦδός μου, κατὰ πρόσωπόν μου ἀνταπεκρίθη.
[LXX | EL | OT | Job | Chapter 16 | Verse 9] Ὀργῇ χρησάμενος κατέβαλέ με, ἔβρυξεν ἐπʼ ἐμὲ τοὺς ὀδόντας, βέλη πειρατῶν αὐτοῦ ἐπʼ ἐμοὶ ἔπεσαν.
[LXX | EL | OT | Job | Chapter 16 | Verse 10] Ἀκίσιν ὀφθαλμῶν ἐνήλατο, ὀξεῖ ἔπαισέ με εἰς τὰ γόνατα, ὁμοθυμαδὸν δὲ κατέδραμον ἐπʼ ἐμοί.
[LXX | EL | OT | Job | Chapter 16 | Verse 11] Παρέδωκε γάρ με ὁ Κύριος εἰς χείρας ἀδίκων, ἐπὶ δὲ ἀσεβέσιν ἔῤῥιψέ με.
[LXX | EL | OT | Job | Chapter 16 | Verse 12] Εἰρηνεύοντα διεσκέδασέ με· λαβών με τῆς κόμης διέτιλε, κατέστησέ με ὥσπερ σκοπόν.
[LXX | EL | OT | Job | Chapter 16 | Verse 13] Ἐκύκλωσάν με λόγχαις βάλλοντες εἰς νεφρούς μου, οὐ φειδόμενοι ἐξέχεαν εἰς τὴν γῆν τὴν χολήν μου·
[LXX | EL | OT | Job | Chapter 16 | Verse 14] Κατέβαλόν με πτῶμα ἐπὶ πτώματι, ἔδραμον πρὸς μὲ δυνάμενοι.
[LXX | EL | OT | Job | Chapter 16 | Verse 15] Σάκκον ἔῤῥαψαν ἐπὶ βύρσης μου, τὸ δὲ σθένος μου ἐν γῇ ἐσβέσθη.
[LXX | EL | OT | Job | Chapter 16 | Verse 16] Ἡ γαστήρ μου συγκέκαυται ἀπὸ κλαυθμοῦ, ἐπὶ δὲ βλεφάροις μου σκιά.
[LXX | EL | OT | Job | Chapter 16 | Verse 17] Ἄδικον δὲ οὐδὲν ἦν ἐν χερσί μου, εὐχὴ δέ μου καθαρά.
[LXX | EL | OT | Job | Chapter 16 | Verse 18] Γῆ μὴ ἐπικαλύψῃς ἐφʼ αἵματι τῆς σαρκός μου, μηδὲ εἴη τόπος τῇ κραυγῇ μου.
[LXX | EL | OT | Job | Chapter 16 | Verse 19] Καὶ νῦν ἰδοὺ ἐν οὐρανοῖς ὁ μάρτυς μου, ὁ δὲ συνίστωρ μου ἐν ὑψίστοις.
[LXX | EL | OT | Job | Chapter 16 | Verse 20] Ἀφίκοιτό μου ἡ δέησις πρὸς Κύριον, ἔναντι δὲ αὐτοῦ στάζοι μου ὁ ὀφθαλμός.
[LXX | EL | OT | Job | Chapter 16 | Verse 21] Εἴη δὲ ἔλεγχος ἀνδρὶ ἔναντι Κυρίου, καὶ υἱῷ ἀνθρώπου τῷ πλησίον αὐτοῦ.
[LXX | EL | OT | Job | Chapter 16 | Verse 22] Ἔτη δὲ ἀριθμητὰ ἥκασιν, ὁδῷ δὲ ᾗ οὐκ ἐπαναστραφήσομαι, πορεύσομαι.
