[LXX | EL | OT | Job | Chapter 15 | Verse 1] Ὑπολαβὼν δὲ Ἐλιφὰζ ὁ Θαιμανίτης, λέγει,
[LXX | EL | OT | Job | Chapter 15 | Verse 2] Πότερον σοφὸς ἀπόκρισιν δώσει συνέσεως πνεῦμα, καὶ ἐνέπλησε πόνον γαστρὸς,
[LXX | EL | OT | Job | Chapter 15 | Verse 3] ἐλέγχων ἐν ῥήμασιν οἷς οὐ δεῖ, καὶ ἐν λόγοις οἷς οὐδὲν ὄφελος;
[LXX | EL | OT | Job | Chapter 15 | Verse 4] Οὐ καὶ σὺ ἀπεποιήσω φόβον, συνετελέσω δὲ ῥήματα τοιαῦτα ἔναντι τοῦ Κυρίου;
[LXX | EL | OT | Job | Chapter 15 | Verse 5] Ἔνοχος εἶ ῥήμασι στόματός σου, οὐδὲ διέκρινας ῥήματα δυναστῶν.
[LXX | EL | OT | Job | Chapter 15 | Verse 6] Ἐλέγξαι σε τὸ σὸν στόμα καὶ μὴ ἐγὼ, τὰ δὲ χείλη σου καταμαρτυρήσουσι σου.
[LXX | EL | OT | Job | Chapter 15 | Verse 7] Τί γάρ; μὴ πρῶτος ἀνθρώπων ἐγεννήθης; ἢ πρὸ θινῶν ἐπάγης;
[LXX | EL | OT | Job | Chapter 15 | Verse 8] Ἢ σύνταγμα Κυρίου ἀκήκοας; ἢ συμβούλῳ σοι ἐχρήσατο ὁ Θεός; εἰς δέ σε ἀφίκετο σοφία;
[LXX | EL | OT | Job | Chapter 15 | Verse 9] Τί γὰρ οἶδας, ὃ οὐκ οἴδαμεν; ἢ τί συνίεις σὺ, ὃ οὐ καὶ ἡμεῖς;
[LXX | EL | OT | Job | Chapter 15 | Verse 10] Καί γε πρεσβύτης καί γε παλαιὸς ἐν ἡμῖν, βαρύτερος τοῦ πατρός σου ἡμέραις.
[LXX | EL | OT | Job | Chapter 15 | Verse 11] Ὀλίγα ὧν ἡμάρτηκας μεμαστίγωσαι, μεγάλως ὑπερβαλλόντως λελάληκας.
[LXX | EL | OT | Job | Chapter 15 | Verse 12] Τί ἐτόλμησεν ἡ καρδία σου; ἢ τί ἐπήνεγκαν οἱ ὀφθαλμοί σου,
