[LXX | EL | OT | Job | Chapter 23 | Verse 1] Ὑπολαβὼν δὲ Ἰὼβ, λέγει,
[LXX | EL | OT | Job | Chapter 23 | Verse 2] Καὶ δὴ οἶδα ὅτι ἐκ χειρός μου ἡ ἔλεγξίς ἐστι, καὶ ἡ χεὶρ αὐτοῦ βαρεῖα γέγονεν ἐπʼ ἐμῷ στεναγμῷ.
[LXX | EL | OT | Job | Chapter 23 | Verse 3] Τίς δʼ ἄρα γνοίη, ὅτι εὕροιμι αὐτὸν, καὶ ἔλθοιμι εἰς τέλος;
[LXX | EL | OT | Job | Chapter 23 | Verse 4] Εἴποιμι δὲ ἐμαυτοῦ κρίμα, τὸ δὲ στόμα μου ἐμπλήσαι ἐλέγχων.
[LXX | EL | OT | Job | Chapter 23 | Verse 5] Γνοίην δὲ ἰάματα ἅ μοι ἐρεῖ, αἰσθοίμην δὲ τίνα μοι ἀπαγγελεῖ.
[LXX | EL | OT | Job | Chapter 23 | Verse 6] Καὶ ἐν πολλῇ ἰσχύϊ ἐπελεύσεταί μοι, εἶτα ἐν ἀπειλῇ μοι οὐ χρήσεται.
[LXX | EL | OT | Job | Chapter 23 | Verse 7] Ἀλήθεια γὰρ καὶ ἔλεγχος παρʼ αὐτοῦ, ἐξαγάγοι δὲ εἰς τέλος τὸ κρίμα μου.
[LXX | EL | OT | Job | Chapter 23 | Verse 8] Εἰ γὰρ πρῶτος πορεύσομαι, καὶ οὐκ ἔτι εἰμὶ, τὰ δὲ ἐπʼ ἐσχάτοις, τί οἶδα;
[LXX | EL | OT | Job | Chapter 23 | Verse 9] Ἀριστερὰ ποιήσαντος αὐτοῦ καὶ οὐ κατέσχον, περιβαλεῖ δεξιὰ καὶ οὐκ ὄψομαι·
[LXX | EL | OT | Job | Chapter 23 | Verse 10] Οἶδε γὰρ ἤδη ὁδόν μου· διέκρινε δέ με ὥσπερ τὸ χρυσίον.
[LXX | EL | OT | Job | Chapter 23 | Verse 11] Ἐξελεύσομαι δὲ ἐν ἐντάλμασιν αὐτοῦ, ὁδοὺς γὰρ αὐτοῦ ἐφύλαξα, καὶ οὐ μὴ ἐκκλίνω ἀπὸ ἐνταλμάτων αὐτοῦ,
[LXX | EL | OT | Job | Chapter 23 | Verse 12] καὶ οὐ μὴ παρέλθω, ἐν δὲ κόλπῳ μου ἔκρυψα ῥήματα αὐτοῦ.
[LXX | EL | OT | Job | Chapter 23 | Verse 13] Εἰ δὲ καὶ αὐτὸς ἔκρινεν οὕτως, τίς ἐστιν ὁ ἀντειπὼν αὐτῷ; ὁ γὰρ αὐτὸς ἠθέλησε, καὶ ἐποίησε.
[LXX | EL | OT | Job | Chapter 23 | Verse 15] Διὰ τοῦτο ἐπʼ αὐτῷ ἐσπούδακα· νουθετούμενος δὲ, ἐφρόντισα αὐτοῦ. Ἐπὶ τούτῳ ἀπὸ προσώπου αὐτοῦ κατασπουδασθῶ· κατανοήσω, καὶ πτοηθήσομαι ἐξ αὐτοῦ.
[LXX | EL | OT | Job | Chapter 23 | Verse 16] Κύριος δὲ ἐμαλάκυνε τὴν καρδίαν μου· ὁ δὲ παντοκράτωρ ἐσπούδασέ με.
[LXX | EL | OT | Job | Chapter 23 | Verse 17] Οὐ γὰρ ᾔδειν ὅτι ἐπελεύσεταί μοι σκότος, πρὸ προσώπου δέ μου ἐκάλυψε γνόφος.
