[LXX | EL | OT | Job | Chapter 4 | Verse 1] Ὑπολαβὼν δὲ Ἐλιφὰς ὁ Θαιμανίτης, λέγει,
[LXX | EL | OT | Job | Chapter 4 | Verse 2] Μὴ πολλάκις σοι λελάληται ἐν κόπῳ; ἰσχὺν δὲ ῥημάτων σου τίς ὑποίσει;
[LXX | EL | OT | Job | Chapter 4 | Verse 3] Εἰ γὰρ σὺ ἐνουθέτησας πολλοὺς, καὶ χεῖρας ἀσθενοῦς παρεκάλεσας,
[LXX | EL | OT | Job | Chapter 4 | Verse 4] ἀσθενοῦντάς τε ἐξανέστησας ῥήμασι, γόνασί τε ἀδυνατοῦσι θάρσος περιέθηκας.
[LXX | EL | OT | Job | Chapter 4 | Verse 5] Νῦν δὲ ἥκει ἐπὶ σὲ πόνος καὶ ἥψατό σου, σὺ ἐσπούδασας.
[LXX | EL | OT | Job | Chapter 4 | Verse 6] Πότερον οὐχ ὁ φόβος σου ἐστὶν ἐν ἀφροσύνῃ, καὶ ἡ ἐλπίς σου καὶ ἡ κακία τῆς ὁδοῦ σου;
[LXX | EL | OT | Job | Chapter 4 | Verse 7] Μνήσθητι οὖν, τίς καθαρὸς ὢν ἀπώλετο, ἢ πότε ἀληθινοὶ ὁλόῤῥιζοι ἀπώλοντο;
[LXX | EL | OT | Job | Chapter 4 | Verse 8] Καθʼ ὃν τρόπον εἶδον τοὺς ἀροτριῶντας τὰ ἄτοπα, οἱ δὲ σπείροντες αὐτὰ ὀδύνας θεριοῦσιν ἑαυτοῖς.
[LXX | EL | OT | Job | Chapter 4 | Verse 9] Ἀπὸ προστάγματος Κυρίου ἀπολοῦνται, ἀπὸ δὲ πνεύματος ὀργῆς αὐτοῦ ἀφανισθήσονται.
[LXX | EL | OT | Job | Chapter 4 | Verse 10] Σθένος λέοντος, φωνὴ δὲ λεαίνης, γαυρίαμα δὲ δρακόντων ἐσβέσθη.
[LXX | EL | OT | Job | Chapter 4 | Verse 11] Μυρμηκολέων ὤλετο παρὰ τὸ μὴ ἔχειν βορὰν, σκύμνοι δὲ λεόντων ἔλιπον ἀλλήλους.
[LXX | EL | OT | Job | Chapter 4 | Verse 12] Εἰ δέ τι ῥῆμα ἀληθινὸν ἐγεγόνει ἐν λόγοις σου, οὐθὲν ἄν σοι τούτων κακὸν ἀπήντησε· πότερον οὐ δέξεταί μου τὸ οὖς ἐξαίσια παρʼ αὐτοῦ;
[LXX | EL | OT | Job | Chapter 4 | Verse 13] Φόβῳ δὲ καὶ ἤχῳ νυκτερινῇ ἐπιπίπτων φόβος ἐπʼ ἀνθρώπους,
[LXX | EL | OT | Job | Chapter 4 | Verse 14] φρίκη μοι συνήντησεν καὶ τρόμος, καὶ μεγάλως μου τὰ ὀστᾶ διέσεισε,
[LXX | EL | OT | Job | Chapter 4 | Verse 15] καὶ πνεῦμα ἐπὶ πρόσωπόν μου ἐπῆλθεν, ἔφριξαν δέ μου τρίχες καὶ σάρκες.
[LXX | EL | OT | Job | Chapter 4 | Verse 16] Ἀνέστην καὶ οὐκ ἐπέγνων, εἶδον καὶ οὐκ ἦν μορφὴ πρὸ ὀφθαλμῶν μου, ἀλλʼ ἢ αὖραν καὶ φωνὴν ἤκουον.
[LXX | EL | OT | Job | Chapter 4 | Verse 17] Τί γάρ; μὴ καθαρὸς ἔσται βροτὸς ἐναντίον τοῦ Κυρίου; ἢ ἀπὸ τῶν ἔργων αὐτοῦ ἄμεμπτος ἀνήρ;
[LXX | EL | OT | Job | Chapter 4 | Verse 18] Εἰ κατὰ παίδων αὐτοῦ οὐ πιστεύει, κατὰ δὲ ἀγγέλων αὐτοῦ σκολιόν τι ἐπενόησε.
[LXX | EL | OT | Job | Chapter 4 | Verse 19] Τοὺς δὲ κατοικοῦντας οἰκίας πηλίνας, ἐξ ὧν καὶ αὐτοὶ ἐκ τοῦ αὐτοῦ πηλοῦ ἐσμεν, ἔπαισεν αὐτοὺς σητὸς τρόπον,
[LXX | EL | OT | Job | Chapter 4 | Verse 20] καὶ ἀπὸ πρωΐθεν μέχρι ἑσπέρας οὐκ ἔτι εἰσὶ, παρὰ τὸ μὴ δύνασθαι αὐτοὺς ἑαυτοῖς βοηθῆσαι, ἀπώλοντο.
[LXX | EL | OT | Job | Chapter 4 | Verse 21] Ἐνεφύσησε γὰρ αὐτοῖς καὶ ἐξηράνθησαν, ἀπώλοντο παρὰ τὸ μὴ ἔχειν αὐτοὺς σοφίαν.
