[IRV | HI | OT | Exodus | Chapter 40 | Verse 1] फिर यहोवा ने मूसा से कहा,
[IRV | HI | OT | Exodus | Chapter 40 | Verse 2] “पहले महीने के पहले दिन को तू मिलापवाले तम्बू के निवास को खड़ा कर देना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 3] और उसमें साक्षीपत्र के सन्दूक को रखकर बीचवाले पर्दे की ओट में कर देना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 4] और मेज को भीतर ले जाकर जो कुछ उस पर सजाना है उसे सजा देना; तब दीवट को भीतर ले जाकर उसके दीपकों को जला देना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 5] और साक्षीपत्र के सन्दूक के सामने सोने की वेदी को जो धूप के लिये है उसे रखना, और निवास के द्वार के पर्दे को लगा देना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 6] और मिलापवाले तम्बू के निवास के द्वार के सामने होमवेदी को रखना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 7] और मिलापवाले तम्बू और वेदी के बीच हौदी को रखकर उसमें जल भरना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 8] और चारों ओर के आँगन की कनात को खड़ा करना, और उस आँगन के द्वार पर पर्दे को लटका देना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 9] और अभिषेक का तेल लेकर निवास का और जो कुछ उसमें होगा सब कुछ का अभिषेक करना, और सारे सामान समेत उसको पवित्र करना; तब वह पवित्र ठहरेगा।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 10] सब सामान समेत होमवेदी का अभिषेक करके उसको पवित्र करना; तब वह परमपवित्र ठहरेगी।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 11] पाए समेत हौदी का भी अभिषेक करके उसे पवित्र करना।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 12] तब हारून और उसके पुत्रों को मिलापवाले तम्बू के द्वार पर ले जाकर जल से नहलाना,
[IRV | HI | OT | Exodus | Chapter 40 | Verse 13] और हारून को पवित्र वस्त्र पहनाना, और उसका अभिषेक करके उसको पवित्र करना कि वह मेरे लिये याजक का काम करे।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 14] और उसके पुत्रों को ले जाकर अंगरखे पहनाना,
[IRV | HI | OT | Exodus | Chapter 40 | Verse 15] और जैसे तू उनके पिता का अभिषेक करे वैसे ही उनका भी अभिषेक करना कि वे मेरे लिये याजक का काम करें; और उनका अभिषेक उनकी पीढ़ी-पीढ़ी के लिये उनके सदा के याजकपद का चिन्ह ठहरेगा।”
[IRV | HI | OT | Exodus | Chapter 40 | Verse 16] और मूसा ने जो-जो आज्ञा यहोवा ने उसको दी थी उसी के अनुसार किया।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 17] और दूसरे वर्ष के पहले महीने के पहले दिन को निवास खड़ा किया गया।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 18] मूसा ने निवास को खड़ा करवाया और उसकी कुर्सियाँ धर उसके तख्ते लगाकर उनमें बेंड़े डाले, और उसके खम्भों को खड़ा किया;
[IRV | HI | OT | Exodus | Chapter 40 | Verse 19] और उसने निवास के ऊपर तम्बू को फैलाया, और तम्बू के ऊपर उसने ओढ़ने को लगाया; जिस प्रकार यहोवा ने मूसा को आज्ञा दी थी।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 20] और उसने साक्षीपत्र को लेकर सन्दूक में रखा, और सन्दूक में डंडों को लगाकर उसके ऊपर प्रायश्चित के ढकने को रख दिया;
[IRV | HI | OT | Exodus | Chapter 40 | Verse 21] और उसने सन्दूक को निवास में पहुँचाया, और बीचवाले पर्दे को लटकवा के साक्षीपत्र के सन्दूक को उसके अन्दर किया; जिस प्रकार यहोवा ने मूसा को आज्ञा दी थी।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 22] और उसने मिलापवाले तम्बू में निवास के उत्तर की ओर बीच के पर्दे से बाहर मेज को लगवाया,
[IRV | HI | OT | Exodus | Chapter 40 | Verse 23] और उस पर उसने यहोवा के सम्मुख रोटी सजा कर रखी; जिस प्रकार यहोवा ने मूसा को आज्ञा दी थी।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 24] और उसने मिलापवाले तम्बू में मेज के सामने निवास की दक्षिण ओर दीवट को रखा,
[IRV | HI | OT | Exodus | Chapter 40 | Verse 25] और उसने दीपकों को यहोवा के सम्मुख जला दिया; जिस प्रकार यहोवा ने मूसा को आज्ञा दी थी।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 26] और उसने मिलापवाले तम्बू में बीच के पर्दे के सामने सोने की वेदी को रखा,
[IRV | HI | OT | Exodus | Chapter 40 | Verse 27] और उसने उस पर सुगन्धित धूप जलाया; जिस प्रकार यहोवा ने मूसा को आज्ञा दी थी।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 28] और उसने निवास के द्वार पर पर्दे को लगाया।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 29] और मिलापवाले तम्बू के निवास के द्वार पर होमवेदी को रखकर उस पर होमबलि और अन्नबलि को चढ़ाया; जिस प्रकार यहोवा ने मूसा को आज्ञा दी थी।
[IRV | HI | OT | Exodus | Chapter 40 | Verse 30] और उसने मिलापवाले तम्बू और वेदी के बीच हौदी को रखकर उसमें धोने के लिये जल डाला,
