[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 1] Διʼ ἑπτὰ ἐτῶν ποιήσεις ἄφεσιν.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 2] Καὶ οὕτω τὸ πρόσταγμα τῆς ἀφέσεως· ἀφήσεις πᾶν χρέος ἴδιον, ὃ ὀφείλει σοι ὁ πλησίον, καὶ τὸν ἀδελφόν σου οὐκ ἀπαιτήσεις· ἐπικέκληται γὰρ ἄφεσις Κυρίῳ τῷ Θεῷ σου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 3] Τὸν ἀλλότριον ἀπαιτήσεις ὅσα ἐὰν ἠ· σοι παρʼ αὐτῷ, τῷ δὲ ἀδελφῷ σου ἄφεσιν ποιήσεις τοῦ χρέους σου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 4] Ὅτι οὐκ ἔσται ἐν σοὶ ἐνδεὴς, ὅτι εὐλογῶν εὐλογήσει σε Κύριος ὁ Θεός σου ἐν τῇ γῇ, ᾗ Κύριος ὁ Θεός σου δίδωσί σοι ἐν κλήρῳ κατακληρονομεῖν σε αὐτήν.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 5] Ἐὰν δὲ ἀκοῇ εἰσακούσητε τῆς φωνῆς Κυρίου τοῦ Θεοῦ ὑμῶν φυλάσσειν καὶ ποιεῖν πάσας τὰς ἐντολὰς ταύτας, ὅσας ἐγὼ ἐντέλλομαί σοι σήμερον,
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 6] ὅτι Κύριος ὁ Θεός σου εὐλόγησέ σε ὃν τρόπον ἐλάλησέ σοι· καὶ δανειεῖς ἔθνεσι πολλοῖς, σὺ δὲ οὐ δανειῇ· καὶ ἄρξεις ἐθνῶν πολλῶν, σοῦ δὲ οὐκ ἄρξουσιν.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 7] Ἐὰν δὲ γένηται ἐν σοὶ ἐνδεὴς ἐκ τῶν ἀδελφῶν σου ἐν μιᾷ τῶν πόλεών σου ἐν τῇ γῇ, ᾗ Κύριος ὁ Θεός σου δίδωσί σοι, οὐκ ἀποστέρξεις τὴν καρδίαν σου, οὐδʼ οὐ μὴ συσφίγξεις τὴν χεῖρά σου ἀπὸ τοῦ ἀδελφοῦ σου τοῦ ἐπιδεομένου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 8] Ἀνοίγων ἀνοίξεις τὰς χεῖράς σου αὐτῷ, καὶ δάνειον δανειεῖς αὐτῷ ὅσον ἐπιδέεται, καθότι ἐνδεεῖται.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 9] Πρόσεχε σεαυτῷ μὴ γένηται ῥῆμα κρυπτὸν ἐν τῇ καρδίᾳ σου ἀνόμημα, λέγων, Ἐγγίζει τὸ ἔτος τὸ ἕβδομον, ἔτος τῆς ἀφέσεως, καὶ πονηρεύσηται ὁ ὀφθαλμός σου τῷ ἀδελφῷ σου τῷ ἐπιδεομένῳ, καὶ οὐ δώσεις αὐτῷ, καὶ καταβοήσεται κατὰ σοῦ πρὸς Κύριον, καὶ ἔσται ἐν σοὶ ἁμαρτία μεγάλη.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 10] Διδοὺς δώσεις αὐτῷ, καὶ δάνειον δανειεῖς αὐτῷ ὅσον ἐπιδέεται, καθότι ἐνδεεῖται· καὶ οὐ λυπηθήσῃ τῇ καρδίᾳ σου διδόντος σου αὐτῷ, ὅτι διὰ τὸ ῥῆμα τοῦτο εὐλογήσει σε Κύριος ὁ Θεός σου ἐν πᾶσιν τοῖς ἔργοις καὶ ἐν πᾶσι οὗ ἂν ἐπιβάλῃς τὴν χεῖρά σου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 11] Οὐ γὰρ μὴ ἐκλίπῃ ἐνδεὴς ἀπὸ τῆς γῆς σου· διὰ τοῦτο ἐγώ σοι ἐντέλλομαι ποιεῖν τὸ ῥῆμα τοῦτο, λέγων, ἀνοίγων ἀνοίξεις τὰς χεῖράς σου τῷ ἀδελφῷ σου τῷ πένητι καὶ τῷ ἐπιδεομένῳ τῷ ἐπὶ τῆς γῆς σου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 12] Ἐὰν δὲ πραθῇ σοι ὁ ἀδελφός σου ὁ Ἑβραῖος ἢ Ἐβραία, δουλεύσει σοι ἓξ ἔτη, καὶ τῷ ἑβδόμῳ ἐξαποστελεῖς αὐτὸν ἐλεύθερον ἀπὸ σοῦ.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 13] Ὅταν δὲ ἐξαποστέλλῃς αὐτὸν ἐλεύθερον ἀπὸ σοῦ, οὐκ ἐξαποστελεῖς αὐτὸν κενόν.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 14] Ἐφόδιον ἐφοδιάσεις αὐτὸν ἀπὸ τῶν προβάτων σου, καὶ ἀπὸ τοῦ σίτου σου, καὶ ἀπὸ τοῦ οἴνου σου· καθὰ εὐλόγησέ σε Κύριος ὁ Θεός σου, δώσεις αὐτῷ.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 15] Καὶ μνησθήσῃ ὅτι οἰκέτης ἦσθα ἐν γῇ Αἰγύπτου, καὶ ἐλυτρώσατό σε Κύριος ὁ Θεός σοῦ ἐκεῖθεν· διὰ τοῦτο ἐγώ σοι ἐντέλλομαι ποιεῖν τὸ ῥῆμα τοῦτο.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 16] Ἐὰν δὲ λέγῃ πρὸς σὲ, οὐκ ἐξελεύσομαι ἀπὸ σοῦ, ὅτι ἠγάπηκέ σε καὶ τὴν οἰκίαν σου, ὅτι εὖ ἐστιν αὐτῷ παρὰ σοί.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 17] Καὶ λήψῃ τὸ ὀπήτιον, καὶ τρυπήσεις τὸ ὠτίον αὐτοῦ πρὸς τὴν θύραν, καὶ ἔσται σοι οἰκέτης εἰς τὸν αἰῶνα· καὶ τὴν παιδίσκην σου ὡσαύτως ποιήσεις.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 18] Οὐ σκληρὸν ἔσται ἐναντίον σου ἐξαποστελλομένων αὐτῶν ἐλευθέρων ἀπὸ σου, ὅτι ἐπέτειον μισθὸν τοῦ μισθωτοῦ ἐδούλευσέ σοι ἓξ ἔτη· καὶ εὐλογήσει σε Κύριος ὁ Θεός σου ἐν πᾶσιν οἷς ἐὰν ποιῇς.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 19] Πᾶν πρωτότοκον ὃ ἐὰν τεχθῇ ἐν ταῖς βουσί σου, καὶ ἐν τοῖς προβάτοις σου, τὰ ἀρσενικὰ ἁγιάσεις Κυρίῳ τῷ Θεῷ σου· οὐκ ἐργᾷ ἐν τῷ πρωτοτόκῳ μόσχῳ σου, καὶ οὐ μὴ κείρῃς τὰ πρωτότοκα τῶν προβάτων σου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 20] Ἔναντι Κυρίου φαγῇ αὐτὸ ἐνιαυτὸν ἐξ ἐνιαυτοῦ ἐν τῷ τόπῳ ᾧ ἐὰν ἐκλέξηται Κύριος ὁ Θεός σου, σὺ καὶ ὁ οἶκός σου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 21] Ἐὰν δὲ ἠ· ἐν αὐτῷ μῶμος, χωλὸν ἢ τυφλον, μῶμον πονηρὸν, οὐ θύσεις αὐτὸ Κυρίῳ τῷ Θεῷ σου.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 22] Ἐν ταῖς πόλεσί σου φαγῇ αὐτό· ὁ ἀκάθαρτος ἐν σοι, καὶ ὁ καθαρὸς ὡσαύτως ἔδεται ὡς δορκάδα ἢ ἔλαφον.
[LXX | EL | OT | Deuteronomy | Chapter 15 | Verse 23] Πλὴν αἷμα οὐ φἀγεσθε· ἐπὶ τὴν γῆν ἐκχεεῖς αὐτὸ ὡς ὕδωρ.
