[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 1] Καὶ προσέταξε Μωυσῆς καὶ ἡ γερουσία Ἰσραὴλ, λέγων, φυλάσσεσθε πάσας τὰς ἐντολάς ταύτας, ὅσας ἐγὼ ἐντέλλομαι ὑμῖν σήμερον.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 2] Καὶ ἔσται ᾗ ἂν ἡμέρᾳ διαβῆτε τὸν Ἰορδάνην εἰς τὴν γῆν, ἣν Κύριος ὁ Θεός σου δίδωσί σοι, καὶ στήσεις σεαυτῷ λίθους μεγάλους, καὶ κονιάσεις αὐτοὺς κονίᾳ.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 3] Καὶ γράψεις ἐπὶ τῶν λίθων τούτων πάντας τούς λόγους τοῦ νόμου τούτου, ὠς ἂν διαβῆτε τὸν Ἰορδάνην, ἡνίκα ἂν εἰσέλθητε εἰς τὴν γῆν, ἣν Κύριος ὁ Θεὸς τῶν πατέρων σου δίδωσί σοι, γῆν ῥέουσαν γάλα καὶ μέλι, ὃν τρόπον εἶπε Κύριος ὁ Θεὸς τῶν πατέρων σού σοί.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 4] Καὶ ἔσται ὡς ἂν διαβῆτε τὸν Ἰορδάνην, στήσετε τοὺς λίθους τούτους, οὓς ἐγὼ ἐντέλλομαί σοι σήμερον, ἐν ὄρει Γαιβάλ, καὶ κονιάσεις αὐτοὺς κονίᾳ.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 5] Καὶ οἰκοδομήσεις ἐκεῖ θυσιαστήριον Κυρίῳ τῷ Θεῷ σου, θυσιαστήριον ἐκ λίθων· οὐκ ἐπιβαλεῖς ἐπʼ αὐτὸ σίδηρον·
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 6] λίθους ὁλοκλήρους οἰκοδομήσεις θυσιαστήριον Κυρίῳ τῷ Θεῷ σου, καὶ ἀνοίσεις ἐπʼ αὐτὸ ὁλοκαυτώματα Κυρίῳ τῷ Θεῷ σου.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 7] Καὶ θύσεις ἐκεῖ θυσίαν σωτηρίου· καὶ φάγῃ, καὶ ἐμπλησθήσῃ, καὶ εὐφρανθήσῃ ἔναντι Κυρίου τοῦ Θεοῦ σου.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 8] Καὶ γράψεις ἐπὶ τῶν λίθων πάντα τὸν νόμον τοῦτον σαφῶς σφόδρα.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 9] Καὶ ἐλάλησε Μωυσῆς καὶ οἱ ἱερεῖς οἱ Λευῖται παντὶ Ἰσραὴλ, λέγοντες, σιώπα καὶ ἄκουε Ἰσραήλ· ἐν τῇ ἡμέρᾳ ταύτῃ γέγονας εἰς λαὸν Κυρίῳ τῷ Θεῷ σου,
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 10] καὶ εἰσακούσῃ τῆς φωνῆς Κυρίου τοῦ Θεοῦ σου, καὶ ποιήσεις πάσας τὰς ἐντολὰς αὐτοῦ, καὶ τὰ δικαιώματα αὐτοῦ, ὅσα ἐγὼ ἐντέλλομαί σοι σήμερον.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 11] Καὶ ἐνετείλατο Μωυσῆς τῷ λαῷ ἐν τῇ ἡμέρᾳ ἐκείνῃ, λέγων,
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 12] οὗτοι στήσονται εὐλογεῖν τὸν λαὸν ἐν ὄρει Γαριζίν διαβάντες τὸν Ἰορδάνην, Συμεὼν, Λευὶ, Ἰουδας, Ἰσσάχαρ, Ἰωσὴφ, καὶ Βενιαμίν.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 13] Καὶ οὗτοι στήσονται ἐπὶ τῆς κατάρας ἐν ὄρει Γαιβάλ, Ῥουβὴν, Γὰδ, καὶ Ἀσὴρ, Ζαβουλὼν, Δὰν, καὶ Νεφθαλί.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 14] Καὶ ἀποκριθέντες ἐροῦσιν οἱ Λευῖται παντὶ Ἰσραὴλ φωνῇ μεγάλῃ,
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 15] ἐπικατάρατος ἄνθρωπος ὅστις ποιήσει γλυπτὸν καὶ χωνευτὸν, βδέλυγμα Κυρίῳ, ἔργον χειρῶν τεχνιτῶν, καὶ θήσει αὐτὸ ἐν ἀποκρύφῳ· καὶ ἀποκριθεὶς πᾶς ὁ λαὸς, ἐροῦσι, γένοιτο.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 16] Ἐπικατάρατος ὁ ἀτιμάζων πατέρα αὐτοῦ ἢ μητέρα αὐτοῦ· καὶ ἐροῦσι πᾶς ὁ λαὸς, γένοτιο.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 17] Ἐπικατάρατος ὁ μετατιθεὶς ὅρια τοῦ πλησὶον· καὶ ἐροῦσι πᾶς ὁ λαός, γένοιτο.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 18] Ἐπικατάρατος ὁ πλανῶν τυφλὸν ἐν ὁδῷ· καὶ ἐροῦσι πᾶς ὁ λαός, γένοιτο.
[LXX | EL | OT | Deuteronomy | Chapter 27 | Verse 19] Ἐπικατάρατος ὃς ἂν ἐκκλίνῃ κρίσιν προσηλύτου καὶ ὀρφανοῦ καὶ χήρας· καὶ ἐροῦσι πᾶς ὁ λαός, γένοιτο.
