[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 1] Καὶ ἐκάλεσε Μωυσῆς πάντα Ἰσραὴλ, καὶ εἶπε πρὸς αὐτούς, ἄκουε Ἰσραὴλ τὰ δικαιώματα καὶ τὰ κρίματα, ὅσα ἐγὼ λαλῶ ἐν τοῖς ὠσὶν ὑμῶν ἐν τῇ ἡμέρᾳ ταύτῃ, καὶ μαθήσεσθε αὐτὰ, καὶ φυλάξεσθε ποιεῖν αὐτά.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 2] Κύριος ὁ Θεὸς ὑμῶν διέθετο πρὸς ὑμᾶς διαθήκην ἐν Χωρήβ.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 3] Οὐχὶ τοῖς πατράσιν ὑμῶν διέθετο Κύριος τὴν διαθήκην ταύτην, ἀλλʼ ἢ πρὸς ὑμᾶς· ὑμεῖς ὧδε πάντες ζῶντες σήμερον.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 4] Πρόσωπον κατὰ πρόσωπον ἐλάλησε Κύριος πρὸς ὑμᾶς ἐν τῷ ὄρει ἐκ μέσου τοῦ πυρός.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 5] Κᾀγὼ εἱστήκειν ἀναμέσον Κυρίου καὶ ὑμῶν ἐν τῷ καιρῷ ἐκείνῳ ἀναγγεῖλαι ὑμῖν τὰ ῥήματα Κυρίου, ὅτι ἐφοβήθητε ἀπὸ προσώπου τοῦ πυρὸς, καὶ οὐκ ἀνέβητε εἰς τὸ ὄρος, λέγων
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 6] ἐγώ εἰμι Κύριος ὁ Θεός σου ὁ ἐξαγαγών σε ἐκ γῆς Αἰγύπτοῦ, ἐξ οἴκου δουλείας.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 7] Οὐκ ἔσονταί σοι θεοὶ ἕτεροι πρὸ προσώπου μου.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 8] Οὐ ποιήσεις σεαυτῷ εἴδωλον, οὐδὲ παντὸς ὁμοίωμα, ὅσα ἐν τῷ οὐρανῷ ἄνω, καὶ ὅσα ἐν τῇ γῇ κάτω, καὶ ὅσα ἐν τοῖς ὕδασιν ὑποκάτω τῆς γῆς.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 9] Οὐ πρόσκυνήσεις αὐτοῖς, οὐδὲ μὴ λατρεύσῃς αὐτοῖς· ὅτι ἐγώ εἰμι Κύριος ὁ Θεός σου, Θεὸς ζηλωτὴς, ἀποδιδοὺς ἁμαρτίας πατέρων ἐπὶ τέκνα ἐπὶ τρίτην καὶ τετάρτην γενεὰν τοῖς μισοῦσί με,
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 10] καὶ ποιῶν ἔλεος εἰς χιλιάδας τοῖς ἀγαπῶσί με, καὶ τοῖς φυλάσσουσι τὰ προστάγματά μου.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 11] Οὐ λήψῃ τὸ ὄνομα Κυρίου τοῦ Θεοῦ σου ἐπὶ ματαίῳ· οὐ γὰρ μὴ καθαρίσῃ Κύριος ὁ Θεός σου τὸν λαμβάνοντα τὸ ὄνομα αὐτοῦ ἐπὶ ματαίῳ.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 12] Φύλαξαι τὴν ἡμέραν τῶν σαββάτων ἁγιάζειν αὐτὴν, ὃν τρόπον ἐνετείλατό σοι Κύριος ὁ Θεός σου.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 13] Ἓξ ἡμέρας ἐργᾷ καὶ ποιήσεις πάντα τὰ ἔργα σου·
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 14] τῇ δὲ ἡμέρᾳ τῇ ἑβδόμῃ σάββατα Κυρίῳ τῷ Θεῷ σου· οὐ ποιήσεις ἐν αὐτῇ πᾶν ἔργον σὺ καὶ ὁ υἱός σου καὶ ἡ θυγάτηρ σου, ὁ παῖς σου καὶ ἡ παιδίσκη σου, ὁ βοῦς σου καὶ τὸ ὑποζύγιόνσου, καὶ πᾶν κτῆνός σου, καὶ προσήλυτος ὁ παροικῶν ἐν σοὶ· ἵνα ἀναπαύσηται ὁ παῖς σου, καὶ ἡ παιδίσκη σου, καὶ τὸ ὑποζύγίον σου, ὥσπερ καὶ σύ.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 15] Καὶ μνησθήσῃ ὅτι οἰκέτης ἦσθα ἐν γῇ Αἰγύπτῳ, καὶ ἐξήγαγέ σε Κύριος ὁ Θεός σου ἐκεῖθεν ἐν χειρὶ κραταιᾷ, καὶ ἐν βραχίονι ὑψηλῷ· διὰ τοῦτο συνέταξέ σοι Κύριος ὁ Θεός σου ὥστε φυλάσσεσθαι τὴν ἡμέραν τῶν σαββάτων καὶ ἁγιάζειν αὐτήν.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 16] Τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, ὃν τρόπον ἐνετείλατό σοι Κύριος ὁ Θεός σου, ἵνα εὖ σοι γένηται, καὶ ἵνα μακροχρόνιος γένῃ ἐπὶ τῆς γῆς, ἧς Κύριος ὁ Θεός σου δίδωσί σοι.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 17] Οὐ φονεύσεις.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 18] Οὐ μοιχεύσεις.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 19] Οὐ κλέψεις.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 20] Οὐ ψευδομαρτυρήσεις κατὰ τοῦ πλησίον σου μαρτυρίαν ψευδῆ.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 21] Οὐκ ἐπιθυμήσεις τὴν γυναῖκα τοῦ πλησίον σου· οὐκ ἐπιθυμήσεις τὴν οἰκίαν τοῦ πλησίον σου, οὔτε τὸν ἀγρὸν αὐτοῦ, οὔτε τὸν παῖδα αὐτοῦ, οὔτε τὴν παιδίσκην αὐτοῦ, οὔτε τοῦ βοὸς αὐτοῦ, οὔτε τοῦ ὑποζυγίου αὐτοῦ, οὔτε παντὸς κτήνους αὐτοῦ, οὔτε πάντα ὅσα τῷ πλησίον σου ἐστί.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 22] Ταῦτα τὰ ῥήματα ἐλάλησε Κύριος πρὸς πᾶσαν συναγωγὴν ὑμῶν ἐν τῷ ὄρει ἐκ μέσου τοῦ πυρός· σκότος, γνόφος, θύελλα, φωνὴ μεγάλη· καὶ οὐ προσέθηκε· καὶ ἔγραψεν αὐτὰ ἐπὶ δύο πλάκας λιθίνας, καὶ ἔδωκέ μοι.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 23] Καὶ ἐγένετο ὡς ἠκούσατε τὴν φωνὴν ἐκ μέσου τοῦ πυρός, καὶ τὸ ὄρος ἐκαίετο πυρί, καὶ προσήλθετε πρὸς μὲ πάντες οἱ ἡγούμενοι τῶν φυλῶν ὑμῶν, καὶ ἡ γερουσία ὑμῶν,
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 24] καὶ ἐλέγετε, ἰδοὺ ἔδειξεν ἡμῖν Κύριος ὁ Θεὸς ἡμῶν τὴν δόξαν αὐτοῦ, καὶ τὴν φωνὴν αὐτοῦ ἠκούσαμεν ἐκ μέσου τοῦ πυρός· ἐν τῇ ἡμέρᾳ ταύτῃ εἴδομεν ὅτι λαλήσει ὁ Θεὸς πρὸς ἄνθρωπον, καὶ ζήσεται.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 25] Καὶ νῦν μὴ ἀποθάνωμεν, ὅτι ἐξαναλώσει ἡμᾶς τὸ πῦρ τὸ μέγα τοῦτο, ἐὰν προσθώμεθα ἡμεῖς ἀκοῦσαι τὴν φωνὴν Κυρίου τοῦ Θεοῦ ἡμῶν ἔτι, καὶ ἀποθανούμεθα.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 26] Τίς γὰρ σὰρξ ἥτις ἤκουσε φωνὴν Θεοῦ ζῶντος, λαλοῦντος ἐκ μέσου τοῦ πυρὸς, ὡς ἡμεῖς, καὶ ζήσεται;
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 27] Πρόσελθε σὺ, καὶ ἄκουσον πάντα ὅσα ἂν εἴπῃ Κύριος ὁ Θεὸς ἡμῶν, καὶ σὺ λαλήσεις πρὸς ἡμᾶς πάντα ὅσα ἂν λαλήσει Κύριος ὁ Θεὸς ἡμῶν πρὸς σὲ, καὶ ἀκουσόμεθα, καὶ ποιήσομεν.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 28] Καὶ ἤκουσε Κύριος τὴν φωνὴν τῶν λόγων ὑμῶν λαλούντων πρὸς μέ· καὶ εἶπε Κύριος πρὸς μέ, ἤκουσα τὴν φωνὴν τῶν λόγων τοῦ λαοῦ τούτου ὅσα ἐλάλησαν πρὸς σέ· ὀρθῶς πάντα ὅσα ἐλάλησαν.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 29] Τίς δώσει εἶναι οὕτω τὴν καρδίαν αὐτῶν ἐν αὐτοῖς, ὥστε φοβεῖσθαί με καὶ φυλάσσεσθαι τὰς ἐντολάς μου πάσας τὰς ἡμέρας, ἵνα εὖ ἠ· αὐτοῖς, καὶ τοῖς υἱοῖς αὐτῶν διʼ αἰῶνος;
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 30] Βάδισον, εἶπον αὐτοῖς, ἀποστράφητε ὑμεῖς εἰς τοὺς οἴκους ὑμῶν·
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 31] σὺ δὲ αὐτοῦ στῆθι μετʼ ἐμοῦ, καὶ λαλήσω πρὸς σὲ τὰς ἐντολὰς καὶ τὰ δικαιώματα καὶ τὰ κρίματα ὅσα διδάξεις αὐτοὺς, καὶ ποιείτωσαν οὕτως ἐν τῇ γῇ ἣν ἐγὼ δίδωμι αὐτοῖς ἐν κλήρῳ.
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 32] Καὶ φυλάξεσθε ποιεῖν ὃν τρόπον ἐνετειλατό σοι Κύριος ὁ Θεός σου· οὐκ ἐκκλινεῖτε εἰς δεξιὰ οὐδὲ εἰς ἀριστερά,
[LXX | EL | OT | Deuteronomy | Chapter 5 | Verse 33] κατὰ πᾶσαν τὴν ὁδὸν, ἣν ἐνετείλατό σοι Κύριος ὁ Θεός σου πορεύεσθαι ἐν αὐτῇ, ὅπως καταπαύσῃ σε, καὶ εὖ σοι ἠ·, καὶ μακροημερεύσητε ἐπὶ τῆς γῆς ἣν κληρονομήσετε.
