[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 1] Μὴ ἰδὼν τὸν μόσχον τοῦ ἀδελφοῦ σου, ἢ τὸ πρόβατον αὐτοῦ, πλανώμενα ἐν τῇ ὁδῷ, ὑπερίδῃς αὐτά· ἀποστροφῇ ἀποστρέψεις αὐτὰ τῷ ἀδελφῷ σου, καὶ ἀποδώσεις αὐτῷ.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 2] Ἐὰν δὲ μὴ ἐγγίζῃ ὁ ἀδελφός σου πρὸς σὲ, μηδὲ ἐπίοτῃ αὐτὸν, συνάξεις αὐτὸν ἔνδον εἰς τὴν οἰκίαν σου, καὶ ἔσται μετὰ σοῦ ἕως ἂν ζητήσῃ αὐτὰ ὁ ἀδελφός σου, καὶ ἀποδώσεις αὐτῷ.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 3] Οὕτω ποιήσεις τὸν ὄνον αὐτοῦ, καὶ οὕτω ποιήσεις τὸ ἱμάτιον αὐτοῦ, καὶ οὕτω ποιήσεις κατὰ πᾶσαν ἀπώλειαν τοῦ ἀδελφοῦ σου· ὅσα ἐὰν ἀπολῆται παρʼ αὐτοῦ, καὶ εὕρῃς, οὐ δυνήσῃ ὑπεριδεῖν.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 4] Οὐκ ὄψῃ τὸν ὄνον τοῦ ἀδελφοῦ σου ἢ τὸν μόσχον αὐτοῦ πεπτωκότας ἐν τῇ ὁδῷ, μὴ ὑπερίδῃς αὐτοὺς, ἀνιστῶν ἀναστήσεις μετʼ αὐτοῦ.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 5] Οὐκ ἔσται σκεύη ἀνδρὸς ἐπὶ γυναικὶ, οὐδὲ μὴ ἐνδύσηται ἀνὴρ στολὴν γυναικίαν, ὅτι βδέλυγμα Κυρίῳ τῷ Θεῷ σου ἐστὶ πᾶς ποιῶν ταῦτα.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 6] Ἐὰν δὲ συναντήσῃς νοσσιᾷ ὀρνέων πρὸ προσώπου σου ἐν τῇ ὁδῷ ἢ ἐπὶ παντὶ δένδρῳ, ἢ ἐπὶ τῆς γῆς, νοσσοῖς ἢ ὠοῖς, καὶ ἡ μήτηρ θάλπῃ ἐπὶ τῶν νοσσῶν ἢ ἐπὶ τῶν ὠῶν, οὐ λήψῃ τὴν μητέρα μετὰ τῶν τέκνων.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 7] Ἀποστολῇ ἀποστελεῖς τὴν μητέρα, τὰ δὲ παιδία λήψῃ σεαυτῷ, ἵνα εὖ σοι γένηται καὶ πολυήμερος γένῃ.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 8] Ἐὰν οἰκοδομήσῃς οἰκίαν καινήν, καὶ ποιήσεις στεφάνην τῷ δώματί σου, καὶ οὐ ποιήσεις φόνον ἐν τῇ οἰκίᾳ σου, ἐὰν πέσῃ ὁ πεσὼν ἀπʼ αὐτοῦ.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 9] Οὐ κατασπερεῖς τὸν ἀμπελῶνά σου διάφορον, ἵνα μὴ ἁγιασθῇ τὸ γέννημα, καὶ τὸ σπέρμα ὃ ἐὰν σπείρῃς μετὰ τοῦ γεννήματος τοῦ ἀμπελῶνός σου.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 10] Οὐκ ἀροτριάσεις ἐν μόσχῳ καὶ ὄνῳ ἐπὶ τὸ αὐτό.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 11] Οὐκ ἐνδύσῃ κίβδηλον, ἔρια καὶ λίνον ἐν τῷ αὐτῷ.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 12] Στρεπτὰ ποιήσεις σεαυτῷ ἐπὶ τῶν τεσσάρων κρασπέδων τῶν περιβολαίων σου, ἃ ἐὰν περιβάλῃ ἐν αὐτοῖς.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 13] Ἐὰν δέ τις λάβῃ γυναῖκα καὶ συνοικήσῃ αὐτῇ, καὶ μισήσῃ αὐτήν,
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 14] καὶ ἐπιθῇ αὐτῇ προφασιστικοὺς λόγους, καὶ κατενέγκῃ αὐτῆς ὄνομα πονηρὸν, καὶ λέγῃ, τὴν γυναῖκα ταύτην εἴληφα, καὶ προσελθὼν αὐτῇ οὐχ εὕρηκα αὐτῆς τὰ παρθένια·
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 15] Καὶ λαβὼν ὁ πατὴρ τῆς παιδὸς καὶ ἡ μήτηρ ἐξοίσουσι τὰ παρθένια τῆς παιδὸς πρὸς τὴν γερουσίαν ἐπὶ τὴν πύλην.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 16] Καὶ ἐρεῖ ὁ πατὴρ τῆς παιδὸς τῇ γερουσίᾳ, τὴν θυγατέρα μου ταύτην δέδωκα τῷ ἀνθρώπῳ τούτῳ γυναῖκα, καὶ μισήσας αὐτὴν
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 17] νῦν οὗτος, ἐπιτίθησιν αὐτῇ προφασιστικοὺς λόγους, λέγων, οὐχ εὕρηκα τῇ θυγατρί σου παρθένια· καὶ ταῦτα τὰ παρθένια τῆς θυγατρός μου. Καὶ ἀναπτύξουσι τὸ ἱμάτιον ἐναντίον τῆς γερουσίας τῆς πόλεως.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 18] Καὶ λήψεται ἡ γερουσία τῆς πόλεως ἐκείνης τὸν ἄνθρωπον ἐκεῖνον, καὶ παιδεύσουσιν αὐτόν,
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 19] καὶ ξημιώσουσιν αὐτὸν ἑκατὸν σίκλους, καὶ δώσουσι τῷ πατρὶ τῆς νεάνιδος, ὅτι ἐξήνεγκεν ὄνομα πονηρὸν ἐπὶ παρθένον Ἰσραηλίτιν, καὶ αὐτοῦ ἔσται γυνή· οὐ δυνήσεται ἐξαποστεῖλαι αὐτὴν τὸν ἅπαντα χρόνον.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 20] Ἐὰν δὲ ἐπʼ ἀληθείας γένηται ὁ λόγος οὗτος, καὶ μὴ εὑρεθῇ παρθένια τῇ νεάνιδι,
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 21] καὶ ἐξάξουσι τὴν νεᾶνιν ἐπὶ τὰς θύρας τοῦ οἴκου τοῦ πατρὸς αὐτῆς, καὶ λιθοβολήσουσιν αὐτὴν ἐν λίθοις, καὶ ἀποθανεῖται, ὅτι ἐποίησεν ἀφροσύνην ἐν υἱοῖς Ἰσραήλ ἐκπορνεῦσαι τὸν οἶκον τοῦ πατρὸς αὐτῆς· καὶ ἐξαρεῖς τὸν πονηρὸν ἐξ ὑμῶν αὐτῶν.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 22] Ἐὰν δὲ εὑρεθῇ ἄνθρωπος κοιμώμενος μετὰ γυναικὸς συνωκισμένης ἀνδρί, ἀποκτενεῖτε ἀμφοτέρους, τὸν ἄνδρα τὸν κοιμώμενον μετὰ τῆς γυναικὸς, καὶ τὴν γυναῖκα· καὶ ἐξαρεῖς τὸν πονηρὸν ἐξ Ἰσραήλ.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 23] Ἐὰν δὲ γένηται παῖς παρθένος μεμνηστευμένη ἀνδρί, καὶ εὑρὼν αὐτὴν ἄνθρωπος ἐν πόλει κοιμηθῇ μετʼ αὐτῆς,
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 24] ἐξάξετε ἀμφοτέρους ἐπὶ τὴν πυλὴν τῆς πόλεως αὐτῶν, καὶ λιθοβοληθήσονται ἐν λίθοις, καὶ ἀποθανοῦνται· τὴν νεᾶνιν, ὅτι οὐκ ἐβόησεν ἐν τῇ πόλει· καὶ τὸν ἄνθρωπον, ὅτι ἐταπείνωσε τὴν γυναῖκα τοῦ πλησίον· καὶ ἐξαρεῖς τὸν πονηρὸν ἐξ ὑμῶν αὐτῶν.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 25] Ἐὰν δὲ ἐν πεδίῳ εὕρῃ ἄνθρωπος τὴν παῖδα τὴν μεμνηστευμένῃν, καὶ βιασάμενος κοιμηθῇ μετʼ αὐτῆς, ἀποκτενεῖτε τὸν κοιμώμενον μετʼ αὐτῆς μόνον.
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 26] Καὶ τῇ νεάνιδι οὐκ ἔστιν ἁμάρτημα θανάτου· ὡς εἴ τις ἐπαναστῇ ἄνθρωπος ἐπὶ τὸν πλησίον, καὶ φονεύσῃ αὐτοῦ ψυχήν, οὕτω τὸ πρᾶγμα τοῦτο,
[LXX | EL | OT | Deuteronomy | Chapter 22 | Verse 27] ὅτι ἐν τῷ ἀγρῷ εὗρεν αὐτήν· ἐβόησεν ἡ νεᾶνις ἡ μεμνηστευμένη, καὶ οὐκ ἦν ὁ βοηθήσων αὐτῇ.
