[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 1] Καὶ αὗται αἱ ἐντολαὶ καὶ τὰ δικαιώματα καὶ τὰ κρίματα ὅσα ἐνετείλατο Κύριος ὁ Θεὸς ἡμῶν διδάξαι ὑμᾶς ποιεῖν οὕτως ἐν τῇ γῇ, εἰς ἣν ὑμεῖς εἰσπορεύεσθε ἐκεῖ κληρονομῆσαι αὐτήν.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 2] Ἵνα φοβῆσθε Κύριον τὸν Θεὸν ὑμῶν, φυλάσσεσθε πάντα τὰ δικαιώματα αὐτοῦ, καὶ τὰς ἐντολὰς αὐτοῦ, ἃς ἐγὼ ἐντέλλομαί σοι σήμερον, σὺ καὶ οἱ υἱοί σου, καὶ οἱ υἱοὶ τῶν υἱῶν σου πάσας τὰς ἡμέρας τῆς ζωῆς σου, ἵνα μακροημερεύσητε.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 3] Καὶ ἄκουσον Ἰσραὴλ, καὶ φύλαξον ποιεῖν, ὅπως εὖ σοι ἠ·, καὶ ἵνα πληθυνθῆτε σφόδρα, καθάπερ ἐλάλησε Κύριος ὁ Θεὸς τῶν πατέρων σου δοῦναί σοι γῆν ῥέουσαν γάλα καὶ μέλι·
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 4] καὶ ταῦτα τὰ δικαιώματα καὶ τὰ κρίματα, ὅσα ἐνετείλατο Κύριος τοῖς υἱοῖς Ἰσραὴλ ἐν τῇ ἐρήμῳ, ἐξελθόντων αὐτῶν ἐκ γῆν Αἰγύπτου. Ἄκουε Ἰσραὴλ, Κύριος ὁ Θεὸς ἡμῶν, Κύριος εἷς ἐστι.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 5] Καὶ ἀγαπήσεις Κύριον τὸν Θεόν σου ἐξ ὅλης τῆς διανοίας σου, καὶ ἐξ ὅλης τῆς ψυχῆς σου, καὶ ἐξ ὅλης τῆς δυνάμεώς σου.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 6] Καὶ ἔσται τὰ ῥήματα ταῦτα, ὅσα ἐγὼ ἐντέλλομαί σοι σήμερον, ἐν τῇ καρδίᾳ σου, καὶ ἐν τῇ ψυχῇ σου.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 7] Καὶ προβιβάσεις αὐτὰ τοὺς υἱούς σου, καὶ λαλήσεις ἐν αὐτοῖς καθήμενος ἐν οἴκῳ, καὶ πορευόμενος ἐν ὁδῷ, καὶ κοιταζόμενος, καὶ διανιστάμενος.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 8] Καὶ ἀφάψεις αὐτὰ εἰς σημεῖον ἐπὶ τῆς χειρός σου, καὶ ἔσται ἀσάλευτον πρὸ ὀφθαλμῶν σου.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 9] Καὶ γράψετε αὐτὰ ἐπὶ τὰς φλιὰς τῶν οἰκιῶν ὑμῶν, καὶ τῶν πυλῶν ὑμῶν.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 10] Καὶ ἔσται ὅταν εἰσαγάγῃ σε Κύριος ὁ Θεός σου εἰς τὴν γῆν ἣν ὤμοσε τοῖς πατράσι σου, τῷ Ἁβραὰμ, καὶ τῷ Ἰσαακ, καὶ τῷ Ἰακώβ, δοῦναί σοι πόλεις μεγάλας καὶ καλὰς ἃς οὐκ ᾠκοδόμησας,
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 11] οἰκίας πλήρεις πάντων ἀγαθῶν ἃς οὐκ ἐνέπλησας, λάκκους λελατομημένους οὓς οὐκ ἐξελατόμησας, ἀμπελῶνας καὶ ἐλαιῶνας οὓς οὐ κατεφύτευσας, καὶ φαγὼν καὶ ἐμπλησθεὶς, πρόσεχε σεαυτῷ μὴ ἐπιλάθῃ
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 12] Κυρίου τοῦ Θεοῦ σου τοῦ ἐξαγαγόντος σε ἐκ γῆς Αἰγύπτου, ἐξ οἴκου δουλείας.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 13] Κύριον τὸν Θεόν σου φοβήθήσῃ, καὶ αὐτῷ μόνῳ λατρεύσεις, καὶ πρὸς αὐτὸν κολληθήσῃ, καὶ ἐπὶ τῷ ὀνόματι αὐτοῦ ὀμῇ.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 14] Οὐ πορεύεσθε ὀπίσω θεῶν ἑτέρων ἀπὸ τῶν θεῶν τῶν ἐθνῶν τῶν περικύκλῳ ὑμῶν,
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 15] ὅτι ὁ Θεὸς ζηλωτὴς Κύριος ὁ Θεός σου ἐν σοί· μὴ ὀργισθεὶς θυμῷ Κύριος ὁ Θεός σου σοὶ, ἐξολοθρεύσῃ σε ἀπὸ προσώπου τῆς γῆς.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 16] Οὐκ ἐκπειράσεις Κύριον τὸν Θεόν σου, ὃν τρόπον ἐξεπειράσατε ἐν τῷ πειρασμῷ.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 17] Φυλάσσων φυλάξῃ τὰς ἐντολὰς Κυρίου τοῦ Θεοῦ σου, τὰ μαρτύρια, καὶ τὰ δικαιώματα, ὅσα ἐνετείλατό σοι.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 18] Καὶ ποιήσεις τὸ ἀρεστὸν καὶ τὸ καλὸν ἔναντι Κυρίου τοῦ Θεοῦ σου, ἵνα εὖ σοι γένηται, καὶ εἰσέλθῃς καὶ κληρονομήσῃς τὴν γῆν τὴν ἀγαθὴν, ἣν ὤμοσε Κύριος τοῖς πατράσιν ὑμῶν,
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 19] ἐκδιῶξαι πάντας τοὺς ἐχθρούς σου πρὸ προσώπου σου, καθὰ ἐλάλησε Κύριος.
[LXX | EL | OT | Deuteronomy | Chapter 6 | Verse 20] Καὶ ἔσται ὅταν ἐρωτήσῃ σε ὁ υἱός σου αὔριον, λέγων, τί ἐστι τὰ μαρτύρια, καὶ τὰ δικαιώματα καὶ τὰ κρίματα, ὅσα ἐνετείλατο Κύριος ὁ Θεὸς ἡμῶν ἡμῖν;
