[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 1] Διώκετε τὴν ἀγάπην· ζηλοῦτε δὲ τὰ πνευματικά, μᾶλλον δὲ ἵνα προφητεύητε.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 2] Ὁ γὰρ λαλῶν γλώσσῃ οὐκ ἀνθρώποις λαλεῖ, ἀλλὰ τῷ Θεῷ· οὐδεὶς γὰρ ἀκούει, πνεύματι δὲ λαλεῖ μυστήρια.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 3] Ὁ δὲ προφητεύων ἀνθρώποις λαλεῖ οἰκοδομὴν καὶ παράκλησιν καὶ παραμυθίαν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 4] Ὁ λαλῶν γλώσσῃ ἑαυτὸν οἰκοδομεῖ, ὁ δὲ προφητεύων ἐκκλησίαν οἰκοδομεῖ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 5] Θέλω δὲ πάντας ὑμᾶς λαλεῖν γλώσσαις, μᾶλλον δὲ ἵνα προφητεύητε· μείζων γὰρ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις, ἐκτὸς εἰ μὴ διερμηνεύῃ, ἵνα ἡ ἐκκλησία οἰκοδομὴν λάβῃ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 6] Νυνὶ δέ, ἀδελφοί, ἐὰν ἔλθω πρὸς ὑμᾶς γλώσσαις λαλῶν, τί ὑμᾶς ὠφελήσω, ἐὰν μὴ ὑμῖν λαλήσω ἢ ἐν ἀποκαλύψει, ἢ ἐν γνώσει, ἢ ἐν προφητείᾳ ἢ ἐν διδαχῇ;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 7] Ὅμως τὰ ἄψυχα φωνὴν διδόντα, εἴτε αὐλός, εἴτε κιθάρα, ἐὰν διαστολὴν τοῖς φθόγγοις μὴ δῷ, πῶς γνωσθήσεται τὸ αὐλούμενον ἢ τὸ κιθαριζόμενον;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 8] Καὶ γὰρ ἐὰν ἄδηλον φωνὴν σάλπιγξ δῷ, τίς παρασκευάσεται εἰς πόλεμον;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 9] Οὕτω καὶ ὑμεῖς διὰ τῆς γλώσσης ἐὰν μὴ εὔσημον λόγον δῶτε, πῶς γνωσθήσεται τὸ λαλούμενον; Ἔσεσθε γὰρ εἰς ἀέρα λαλοῦντες.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 10] Τοσαῦτα, εἰ τύχοι, γένη φωνῶν ἐστὶν ἐν κόσμῳ καὶ οὐδὲν + 14:10 αὐτῶν ¦ — SCR αὐτῶν ἄφωνον.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 11] Ἐὰν οὖν μὴ εἰδῶ τὴν δύναμιν τῆς φωνῆς, ἔσομαι τῷ λαλοῦντι βάρβαρος, καὶ ὁ λαλῶν ἐν ἐμοὶ βάρβαρος.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 12] Οὕτω καὶ ὑμεῖς, ἐπεὶ ζηλωταί ἐστε πνευμάτων, πρὸς τὴν οἰκοδομὴν τῆς ἐκκλησίας ζητεῖτε ἵνα περισσεύητε.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 13] Διόπερ ὁ λαλῶν γλώσσῃ προσευχέσθω ἵνα διερμηνεύῃ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 14] Ἐὰν γὰρ προσεύχωμαι γλώσσῃ, τὸ πνεῦμά μου προσεύχεται, ὁ δὲ νοῦς μου ἄκαρπός ἐστι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 15] Τί οὖν ἐστί; Προσεύξομαι τῷ πνεύματι, προσεύξομαι δὲ καὶ τῷ νοΐ· ψαλῶ τῷ πνεύματι, ψαλῶ δὲ καὶ + 14:15 τῷ ¦ — ELZ τῷ νοΐ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 16] Ἐπεὶ ἐὰν εὐλογήσῃς τῷ πνεύματι, ὁ ἀναπληρῶν τὸν τόπον τοῦ ἰδιώτου πῶς ἐρεῖ τὸ Ἀμὴν ἐπὶ τῇ σῇ εὐχαριστίᾳ, ἐπειδὴ τί λέγεις οὐκ οἶδε;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 17] Σὺ μὲν γὰρ καλῶς εὐχαριστεῖς, ἀλλ᾿ ὁ ἕτερος οὐκ οἰκοδομεῖται.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 18] Εὐχαριστῶ τῷ Θεῷ μου, πάντων ὑμῶν μᾶλλον γλώσσαις λαλῶν·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 19] ἀλλ᾿ ἐν ἐκκλησίᾳ θέλω πέντε λόγους διὰ τοῦ νοός μου λαλῆσαι, ἵνα καὶ ἄλλους κατηχήσω, ἢ μυρίους λόγους ἐν γλώσσῃ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 20] Ἀδελφοί, μὴ παιδία γίνεσθε ταῖς φρεσίν· ἀλλὰ τῇ κακίᾳ νηπιάζετε, ταῖς δὲ φρεσὶ τέλειοι γίνεσθε.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 21] Ἐν τῷ νόμῳ γέγραπται ὅτι Ἐν ἑτερογλώσσοις καὶ ἐν χείλεσιν ἑτέροις λαλήσω τῷ λαῷ τούτῳ, καὶ οὐδ᾿ οὕτως εἰσακούσονταί μου, λέγει Κύριος.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 22] Ὥστε αἱ γλῶσσαι εἰς σημεῖόν εἰσιν, οὐ τοῖς πιστεύουσιν, ἀλλὰ τοῖς ἀπίστοις· ἡ δὲ προφητεία, οὐ τοῖς ἀπίστοις, ἀλλὰ τοῖς πιστεύουσιν.
