[GNV | EN | NT | Revelation | Chapter 1 | Verse 1] The Reuelation of Iesus Christ, which God gaue vnto him, to shewe vnto his seruants things which must shortly be done: which he sent, and shewed by his Angel vnto his seruant Iohn,
[GNV | EN | NT | Revelation | Chapter 1 | Verse 2] Who bare record of ye word of God, and of the testimonie of Iesus Christ, and of all things that he saw.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 3] Blessed is he that readeth, and they that heare the wordes of this prophecie, and keepe those things which are written therein: for the time is at hand.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 4] Iohn, to the seuen Churches which are in Asia, Grace be with you, and peace from him, Which is, and Which was, and Which is to come, and from the seuen Spirits which are before his Throne,
[GNV | EN | NT | Revelation | Chapter 1 | Verse 5] And from Iesus Christ, which is that faithful witnes, and that first begotten of the dead, and that Prince of the Kings of the earth, vnto him that loued vs, and washed vs from our sinnes in his blood,
[GNV | EN | NT | Revelation | Chapter 1 | Verse 6] And made vs Kings and Priests vnto God euen his Father, to him I say be glory, and dominion for euermore, Amen.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 7] Beholde, he commeth with cloudes, and euery eye shall see him: yea, euen they which pearced him thorowe: and all kinreds of the earth shall waile before him, Euen so, Amen.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 8] I am Alpha and Omega, the beginning and the ending, saith the Lord, Which is, and Which was, and Which is to come, euen the Almightie.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 9] I Iohn, euen your brother, and companion in tribulation, and in the kingdome and patience of Iesus Christ, was in the yle called Patmos, for the worde of God, and for the witnessing of Iesus Christ.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 10] And I was rauished in spirit on the Lordes day, and heard behinde me a great voyce, as it had bene of a trumpet,
[GNV | EN | NT | Revelation | Chapter 1 | Verse 11] Saying, I am Alpha and Omega, that first and that last: and that which thou seest, write in a booke, and send it vnto the seuen Churches which are in Asia, vnto Ephesus, and vnto Smyrna, and vnto Pergamus, and vnto Thyatira, and vnto Sardis, and vnto Philadelphia, and vnto Laodicea.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 12] Then I turned backe to see the voyce, that spake with me: and when I was turned, I sawe seuen golden candlestickes,
[GNV | EN | NT | Revelation | Chapter 1 | Verse 13] And in the middes of the seuen candlestickes, one like vnto the Sonne of man, clothed with a garment downe to the feete, and girded about the pappes with a golden girdle.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 14] His head, and heares were white as white wooll, and as snowe, and his eyes were as a flame of fire,
[GNV | EN | NT | Revelation | Chapter 1 | Verse 15] And his feete like vnto fine brasse, burning as in a fornace: and his voyce as the sounde of many waters.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 16] And he had in his right hand seuen starres: and out of his mouth went a sharpe two edged sword: and his face shone as the sunne shineth in his strength.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 17] And when I saw him, I fell at his feete as dead: then he laid his right hand vpon me, saying vnto me, Feare not: I am that first and that last,
[GNV | EN | NT | Revelation | Chapter 1 | Verse 18] And am aliue, but I was dead: and beholde, I am aliue for euermore, Amen: and I haue the keyes of hell and of death.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 19] Write the things which thou hast seene, and the things which are, and the things which shall come hereafter.
[GNV | EN | NT | Revelation | Chapter 1 | Verse 20] The misterie of the seuen starres which thou sawest in my right hand, and the seuen golden candlestickes, is this, The seuen starres are the Angels of the seuen Churches: and the seuen candlestickes which thou sawest, are the seuen Churches.
