[ERV | EN | OT | Numbers | Chapter 31 | Verse 1] And the LORD spake unto Moses, saying,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 2] Avenge the children of Israel of the Midianites: afterward shalt thou be gathered unto thy people.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 3] And Moses spake unto the people, saying, Arm ye men from among you for the war, that they may go against Midian, to execute the LORD’S vengeance on Midian.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 4] Of every tribe a thousand, throughout all the tribes of Israel, shall ye send to the war.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 5] So there were delivered, out of the thousands of Israel, a thousand of every tribe, twelve thousand armed for war.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 6] And Moses sent them, a thousand of every tribe, to the war, them and Phinehas the son of Eleazar the priest, to the war, with the vessels of the sanctuary and the trumpets for the alarm in his hand.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 7] And they warred against Midian, as the LORD commanded Moses; and they slew every male.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 8] And they slew the kings of Midian with the rest of their slain; Evi, and Rekem, and Zur, and Hur, and Reba, the five kings of Midian: Balaam also the son of Beor they slew with the sword.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 9] And the children of Israel took captive the women of Midian and their little ones; and all their cattle, and all their flocks, and all their goods, they took for a prey.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 10] And all their cities in the places wherein they dwelt, and all their encampments, they burnt with fire.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 11] And they took all the spoil, and all the prey, both of man and of beast.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 12] And they brought the captives, and the prey, and the spoil, unto Moses, and unto Eleazar the priest, and unto the congregation of the children of Israel, unto the camp at the plains of Moab, which are by the Jordan at Jericho.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 13] And Moses, and Eleazar the priest, and all the princes of the congregation, went forth to meet them without the camp.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 14] And Moses was wroth with the officers of the host, the captains of thousands and the captains of hundreds, which came from the service of the war.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 15] And Moses said unto them, Have ye saved all the women alive?
[ERV | EN | OT | Numbers | Chapter 31 | Verse 16] Behold, these caused the children of Israel, through the counsel of Balaam, to commit trespass against the LORD in the matter of Peor, and so the plague was among the congregation of the LORD.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 17] Now therefore kill every male among the little ones, and kill every woman that hath known man by lying with him.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 18] But all the women children, that have not known man by lying with him, keep alive for yourselves.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 19] And encamp ye without the camp seven days: whosoever hath killed any person, and whosoever hath touched any slain, purify yourselves on the third day and on the seventh day, ye and your captives.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 20] And as to every garment, and all that is made of skin, and all work of goats’ hair, and all things made of wood, ye shall purify yourselves.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 21] And Eleazar the priest said unto the men of war which went to the battle, This is the statute of the law which the LORD hath commanded Moses:
[ERV | EN | OT | Numbers | Chapter 31 | Verse 22] howbeit the gold, and the silver, the brass, the iron, the tin, and the lead,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 23] every thing that may abide the fire, ye shall make to go through the fire, and it shall be clean; nevertheless it shall be purified with the water of separation: and all that abideth not the fire ye shall make to go through the water.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 24] And ye shall wash your clothes on the seventh day, and ye shall be clean, and afterward ye shall come into the camp.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 25] And the LORD spake unto Moses, saying,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 26] Take the sum of the prey that was taken, both of man and of beast, thou, and Eleazar the priest, and the heads of the fathers’ houses of the congregation:
[ERV | EN | OT | Numbers | Chapter 31 | Verse 27] and divide the prey into two parts; between the men skilled in war, that went out to battle, and all the congregation:
[ERV | EN | OT | Numbers | Chapter 31 | Verse 28] and levy a tribute unto the LORD of the men of war that went out to battle: one soul of five hundred, both of the persons, and of the beeves, and of the asses, and of the flocks:
[ERV | EN | OT | Numbers | Chapter 31 | Verse 29] take it of their half, and give it unto Eleazar the priest, for the LORD’S heave offering.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 30] And of the children of Israel’s half, thou shalt take one drawn out of every fifty, of the persons, of the beeves, of the asses, and of the flocks, even of all the cattle, and give them unto the Levites, which keep the charge of the tabernacle of the LORD.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 31] And Moses and Eleazar the priest did as the LORD commanded Moses.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 32] Now the prey, over and above the booty which the men of war took, was six hundred thousand and seventy thousand and five thousand sheep,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 33] and threescore and twelve thousand beeves,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 34] and threescore and one thousand asses,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 35] and thirty and two thousand persons in all, of the women that had not known man by lying with him.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 36] And the half, which was the portion of them that went out to war, was in number three hundred thousand and thirty thousand and seven thousand and five hundred sheep:
[ERV | EN | OT | Numbers | Chapter 31 | Verse 37] and the LORD’S tribute of the sheep was six hundred and threescore and fifteen.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 38] And the beeves were thirty and six thousand; of which the LORD’S tribute was threescore and twelve.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 39] And the asses were thirty thousand and five hundred; of which the LORD’S tribute was threescore and one.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 40] And the persons were sixteen thousand; of whom the LORD’S tribute was thirty and two persons.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 41] And Moses gave the tribute, which was the LORD’S heave offering, unto Eleazar the priest, as the LORD commanded Moses.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 42] And of the children of Israel’s half, which Moses divided off from the men that warred,
