[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 1] Woe unto them that decree iniquitous decrees, and to the writers that prescribe oppression,
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 2] to turn away the poor from judgment, and to take away the right from the afflicted of my people; that widows may be their prey, and that they may rob the fatherless!
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 3] And what will ye do in the day of visitation, and in the sudden destruction [which] shall come from far? To whom will ye flee for help, and where will ye leave your glory?
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 4] They can but crouch under the prisoners, and they shall fall under the slain. For all this his anger is not turned away, and his hand is stretched out still.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 5] Ah! the Assyrian! the rod of mine anger! and the staff in their hand is mine indignation.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 6] I will send him against a hypocritical nation, and against the people of my wrath will I give him a charge; to take the spoil, and to seize the prey, and to tread them down like the mire of the streets.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 7] But he meaneth not so, neither doth his heart think so; for it is in his heart to extirpate and cut off nations not a few.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 8] For he saith, Are not my princes all kings?
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 9] Is not Calno as Karkemish? Is not Hamath as Arpad? Is not Samaria as Damascus?
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 10] As my hand hath found the kingdoms of the idols, — and their graven images exceeded those of Jerusalem and Samaria,
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 11] — shall I not, as I have done unto Samaria and her idols, so do to Jerusalem and her images?
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 12] And it shall come to pass, when the Lord hath performed his whole work upon mount Zion and upon Jerusalem, I will punish the fruit of the stoutness of heart of the king of Assyria, and the glory of his high looks.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 13] For he saith, By the strength of my hand I have done [it], and by my wisdom, for I am intelligent; and I have removed the bounds of the peoples, and have robbed their treasures, and, like a valiant man, I have brought down them that sit [on thrones];
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 14] and my hand hath found as a nest the riches of the peoples, and as one gathereth forsaken eggs, have I gathered all the earth; and there was none that moved the wing, or opened the mouth, or chirped.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 15] — Shall the axe boast itself against him that heweth therewith? shall the saw magnify itself against him that wieldeth it? As if the rod should wield them that lift it up; as if the staff should lift up [him who is] not wood!
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 16] Therefore shall the Lord, Jehovah of hosts, send among his fat ones leanness, and under his glory he shall kindle a burning, like the burning of a fire:
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 17] and the light of Israel shall be for a fire, and his Holy One for a flame; and it shall burn and devour his thorns and his briars in one day,
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 18] and it shall consume the glory of his forest, and of his fruitful field, both soul and body; and they shall be as when a sick man fainteth.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 19] And the remainder of the trees of his forest shall be few: yea, a child might write them.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 20] And it shall come to pass in that day, [that] the remnant of Israel and such as are escaped of the house of Jacob shall no more again rely upon him that smote them; but they shall rely upon Jehovah, the Holy One of Israel, in truth.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 21] The remnant shall return, the remnant of Jacob, unto the mighty God.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 22] For though thy people Israel be as the sand of the sea, [only] a remnant of them shall return: the consumption determined shall overflow in righteousness.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 23] For a consumption, and [one] determined, will the Lord, Jehovah of hosts, accomplish in the midst of all the land.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 24] Therefore thus saith the Lord, Jehovah of hosts: O my people that dwellest in Zion, be not afraid of the Assyrian; he shall smite thee with a rod, and shall lift up his staff against thee, after the manner of Egypt:
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 25] for yet a very little while, and the indignation shall be accomplished, and mine anger, in their destruction.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 26] And Jehovah of hosts will stir up a scourge against him, according to the slaughter of Midian at the rock of Oreb; and his rod [shall be] upon the sea, and he will lift it up after the manner of Egypt.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 27] And it shall come to pass in that day, [that] his burden shall be taken away from off thy shoulder, and his yoke from off thy neck; and the yoke shall be destroyed because of the anointing. ...
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 28] He is come to Aiath, he hath passed through Migron; at Michmash he layeth up his baggage.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 29] They are gone through the pass; they make their lodging at Geba: Ramah trembleth, Gibeah of Saul is fled.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 30] Lift up thy voice, daughter of Gallim! Hearken, O Laish! — Poor Anathoth!
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 31] Madmenah is fugitive; the inhabitants of Gebim take to flight.
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 32] Still a day of halting at Nob; he shaketh his hand [against] the mount of the daughter of Zion, the hill of Jerusalem. ...
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 33] Behold the Lord, Jehovah of hosts, shall lop the boughs with violence; and the high ones of stature shall be hewn down, and the haughty shall be brought low;
[DARBY | EN | OT | Isaiah | Chapter 10 | Verse 34] and he shall make clearings in the thickets of the forest with iron; and Lebanon shall fall by a mighty one.
