[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 1] Εὐωδώσε τὰ ἔργα αὐτῶν ἐν χειρὶ προφήτου ἁγίου.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 2] Διώδευσαν ἔρημον ἀοίκητον, καὶ ἐν ἀβάτοις ἔπηξαν σκηνάς.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 3] Ἀντέστησαν πολεμίοις, καὶ ἠμύναντο ἐχθρούς.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 4] Ἐδίψησαν καὶ ἐπεκαλέσαντό σε, καὶ ἐδόθη αὐτοῖς ἐκ πέτρας ἀκροτόμου ὕδωρ, καὶ ἴαμα δίψης ἐκ λίθου σκληροῦ.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 5] Διʼ ὧν γὰρ ἐκολάσθησαν οἱ ἐχθροὶ αὐτῶν, διὰ τούτων αὐτοὶ ἀποροῦντες εὐεργετήθησαν.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 6] Ἀντὶ μὲν πηγῆς ἀεννάου ποταμοῦ αἵματι λυθρώδει ταραχθέντες
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 7] εἰς ἔλεγχον νηπιοκτόνου διατάγματος, ἔδωκας αὐτοῖς δαψιλὲς ὕδωρ ἀνελπίστως·
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 8] δείξας διὰ τοῦ τότε δίψους πῶς τοὺς ὑπεναντίους ἐκόλασας.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 9] Ὅτε γὰρ ἐπειράσθησαν, καίπερ ἐν ἐλέει παιδευόμενοι, ἔγνωσαν πῶς ἐν ὀργῇ κρινόμενοι ἀσεβεῖς ἐβασανίζοντο.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 10] Τούτους μὲν γὰρ ὡς πατὴρ νουθεντῶν ἐδοκίμασας, ἐκείνους δὲ ὡς ἀπότομος βασιλεὺς καταδικάζων ἐξήτασας.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 11] Καὶ ἀπόντες δὲ καὶ παρόντες ὁμοίως ἐτρύχοντο.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 12] Διπλῆ γὰρ αὐτοὺς ἔλαβε λύπη, καὶ στεναγμὸς μνημῶν τῶν παρελθουσῶν.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 13] Ὅτε γὰρ ἤκουσαν διὰ τῶν ἰδίων κολάσεων εὐεργετουμένους αὐτοὺς, ᾔσθοντο τοῦ Κυρίου.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 14] Τὸν γὰρ ἐν ἐκθέσει πάλαι ῥιφέντα ἀπεῖπον χλευάζοντες, ἐπὶ τέλει τῶν ἐκβάσεων ἐθαύμασαν, οὐχ ὅμοια δικαίοις διψήσαντες.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 15] Ἀντὶ δὲ λογισμῶν ἀσυνέτων ἀδικίας αὐτῶν, ἐν οἷς πλανηθέντες ἐθρήσκευον ἄλογα ἑρπετὰ καὶ κνώδαλα εὐτελῆ, ἐπαπέστειλας αὐτοῖς πλῆθος ἀλόγων ζώων εἰς ἐκδίκησιν,
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 16] ἵνα γνῶσιν ὅτι διʼ ὧν τις ἁμαρτάνει, διὰ τούτων κολάζεται.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 17] Οὐ γὰρ ἠπόρει ἡ παντοδύναμός σου χεὶρ κτίσασα τὸν κόσμον ἐξ ἀμόρφου ὕλης, ἐπιπέμψαι αὐτοῖς πλῆθος ἄρκων, ἢ θρασεῖς λέοντας,
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 18] ἢ νεοκτίστους θυμοῦ πλήρεις θῆρας ἀγνώστους, ἤτοι πυρπνόον φυσῶντας ἆσθμα, ἢ βρόμους λικμωμένους καπνοῦ, ἢ δεινοὺς ἀπʼ ὀμμάτων σπινθῆρας ἀστράπτοντας·
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 19] ὧν οὐ μόνον ἡ βλάβη ἠδύνατο συνεκτρίψαι αὐτοὺς, ἀλλὰ καὶ ἡ ὄψις ἐκφοβήσασα διολέσαι.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 20] Καὶ χωρὶς δὲ τούτων, ἑνὶ πνεύματι πεσεῖν ἐδύναντο ὑπὸ τῆς δίκης διωχθέντες, καὶ λικμηθέντες ὑπὸ πνεύματος δυνάμεώς σου· ἀλλὰ πάντα μέτρῳ καὶ ἀριθμῷ καὶ σταθμῷ διέταξας.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 21] Τὸ γὰρ μεγάλως ἰσχύειν πάρεστί σοι πάντοτε, καὶ κράτει βραχίονός σου τις ἀντιστήσεται;
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 22] Ὅτι ὡς ῥοπὴ ἐκ πλαστίγγων ὅλος ὁ κόσμος ἐναντίον σου, καὶ ὡς ῥανὶς δρόσον ὀρθρινὴ κατελθοῦσα ἐπὶ γῆν.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 23] Ἐλεεῖς δὲ πάντας, ὅτι πάντα δύνασαι, καὶ παρορᾷς ἁμαρτήματα ἀνθρώπων εἰς μετάνοιαν.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 24] Ἀγαπᾷς γὰρ τὰ ὄντα πάντα, καὶ οὐδὲν βδελύσσῃ ὧν ἐποίησας, οὐδὲ γὰρ ἂν μισῶν τι κατεσκεύασας.
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 25] Πῶς δὲ ἔμεινεν ἄν τι εἰ μὴ σὺ ἐθέλησας; ἢ τὸ μὴ κληθὲν ὑπὸ σοῦ διετηρήθη;
[LXX | EL | OT | Wisdom of Solomon | Chapter 11 | Verse 26] Φείδῃ δὲ πάντων, ὅτι σά ἐστι, δέσποτα φιλόψυχε.
