[GNV | EN | OT | Job | Chapter 9 | Verse 1] Then Iob answered, and sayd,
[GNV | EN | OT | Job | Chapter 9 | Verse 2] I knowe verily that it is so: for howe should man compared vnto God, be iustified?
[GNV | EN | OT | Job | Chapter 9 | Verse 3] If I would dispute with him, hee could not answere him one thing of a thousand.
[GNV | EN | OT | Job | Chapter 9 | Verse 4] He is wise in heart, and mighty in strength: who hath bene fierce against him and hath prospered?
[GNV | EN | OT | Job | Chapter 9 | Verse 5] He remoueth the mountaines, and they feele not when he ouerthroweth them in his wrath.
[GNV | EN | OT | Job | Chapter 9 | Verse 6] Hee remooueth the earth out of her place, that the pillars thereof doe shake.
[GNV | EN | OT | Job | Chapter 9 | Verse 7] He commandeth the sunne, and it riseth not: hee closeth vp the starres, as vnder a signet.
[GNV | EN | OT | Job | Chapter 9 | Verse 8] Hee himselfe alone spreadeth out the heauens, and walketh vpon the height of the sea.
[GNV | EN | OT | Job | Chapter 9 | Verse 9] He maketh the starres Arcturus, Orion, and Pleiades, and the climates of the South.
[GNV | EN | OT | Job | Chapter 9 | Verse 10] He doeth great things, and vnsearcheable: yea, marueilous things without nomber.
[GNV | EN | OT | Job | Chapter 9 | Verse 11] Lo, when he goeth by me, I see him not: and when he passeth by, I perceiue him not.
[GNV | EN | OT | Job | Chapter 9 | Verse 12] Behold, when he taketh a pray, who can make him to restore it? who shall say vnto him, What doest thou?
[GNV | EN | OT | Job | Chapter 9 | Verse 13] God will not withdrawe his anger, and the most mightie helpes doe stoupe vnder him.
[GNV | EN | OT | Job | Chapter 9 | Verse 14] Howe much lesse shall I answere him? or howe should I finde out my words with him?
[GNV | EN | OT | Job | Chapter 9 | Verse 15] For though I were iust, yet could I not answere, but I would make supplication to my Iudge.
[GNV | EN | OT | Job | Chapter 9 | Verse 16] If I cry, and he answere me, yet woulde I not beleeue, that he heard my voyce.
[GNV | EN | OT | Job | Chapter 9 | Verse 17] For he destroyeth mee with a tempest, and woundeth me without cause.
[GNV | EN | OT | Job | Chapter 9 | Verse 18] He wil not suffer me to take my breath, but filleth me with bitternesse.
[GNV | EN | OT | Job | Chapter 9 | Verse 19] If we speake of strength, behold, he is strog: if we speake of iudgement, who shall bring me in to pleade?
[GNV | EN | OT | Job | Chapter 9 | Verse 20] If I woulde iustifie my selfe, mine owne mouth shall condemne mee: if I would be perfite, he shall iudge me wicked.
[GNV | EN | OT | Job | Chapter 9 | Verse 21] Though I were perfite, yet I knowe not my soule: therefore abhorre I my life.
[GNV | EN | OT | Job | Chapter 9 | Verse 22] This is one point: therefore I said, Hee destroyeth the perfite and the wicked.
[GNV | EN | OT | Job | Chapter 9 | Verse 23] If the scourge should suddenly slay, should God laugh at the punishment of the innocent?
[GNV | EN | OT | Job | Chapter 9 | Verse 24] The earth is giuen into the hand of ye wicked: he couereth the faces of the iudges therof: if not, where is he? or who is he?
[GNV | EN | OT | Job | Chapter 9 | Verse 25] My dayes haue bene more swift then a post: they haue fled, and haue seene no good thing.
[GNV | EN | OT | Job | Chapter 9 | Verse 26] They are passed as with the most swift ships, and as the eagle that flyeth to the pray.
[GNV | EN | OT | Job | Chapter 9 | Verse 27] If I say, I wil forget my complaynt, I will cease from my wrath, and comfort mee,
[GNV | EN | OT | Job | Chapter 9 | Verse 28] Then I am afrayd of all my sorowes, knowing that thou wilt not iudge me innocent.
[GNV | EN | OT | Job | Chapter 9 | Verse 29] If I be wicked, why labour I thus in vaine?
[GNV | EN | OT | Job | Chapter 9 | Verse 30] If I wash my selfe with snowe water, and purge mine hands most cleane,
[GNV | EN | OT | Job | Chapter 9 | Verse 31] Yet shalt thou plunge mee in the pit, and mine owne clothes shall make me filthie.
[GNV | EN | OT | Job | Chapter 9 | Verse 32] For he is not a man as I am, that I shoulde answere him, if we come together to iudgement.
[GNV | EN | OT | Job | Chapter 9 | Verse 33] Neyther is there any vmpire that might lay his hand vpon vs both.
[GNV | EN | OT | Job | Chapter 9 | Verse 34] Let him take his rod away from me, and let not his feare astonish me:
[GNV | EN | OT | Job | Chapter 9 | Verse 35] Then will I speake, and feare him not: but because I am not so, I holde me still.
