[GNV | EN | OT | Job | Chapter 42 | Verse 1] Then Iob answered the Lord, and sayd,
[GNV | EN | OT | Job | Chapter 42 | Verse 2] I knowe that thou canst doe all things, and that there is no thought hidde from thee.
[GNV | EN | OT | Job | Chapter 42 | Verse 3] Who is hee that hideth counsell without knowledge? therefore haue I spoken that I vnderstood not, euen things too wonderfull for me, and which I knew not.
[GNV | EN | OT | Job | Chapter 42 | Verse 4] Heare, I beseech thee, and I will speake: I will demaunde of thee, and declare thou vnto me.
[GNV | EN | OT | Job | Chapter 42 | Verse 5] I haue heard of thee by the hearing of the eare, but now mine eye seeth thee.
[GNV | EN | OT | Job | Chapter 42 | Verse 6] Therefore I abhorre my selfe, and repent in dust and ashes.
[GNV | EN | OT | Job | Chapter 42 | Verse 7] Now after that the Lord had spoken these wordes vnto Iob, ye Lord also said vnto Eliphaz ye Temanite, My wrath is kindled against thee, and against thy two friends: for yee haue not spoken of me the thing that is right, like my seruant Iob.
[GNV | EN | OT | Job | Chapter 42 | Verse 8] Therefore take vnto you nowe seuen bullockes, and seuen rammes, and go to my seruant Iob, and offer vp for your selues a burnt offring, and my seruant Iob shall pray for you: for I wil accept him, least I should put you to shame, because ye haue not spoken of me the thing, which is right, like my seruant Iob.
[GNV | EN | OT | Job | Chapter 42 | Verse 9] So Eliphaz the Temanite, and Bildad the Shuhite, and Zophar the Naamathite went, and did according as the Lord had saide vnto them, and the Lord accepted Iob.
[GNV | EN | OT | Job | Chapter 42 | Verse 10] Then the Lord turned the captiuitie of Iob, when he prayed for his friends: also the Lord gaue Iob twise so much as he had before.
[GNV | EN | OT | Job | Chapter 42 | Verse 11] Then came vnto him all his brethren, and all his sisters, and all they that had bene of his acquaintance before, and did eate bread with him in his house, and had compassion of him, and comforted him for al the euil, that the Lord had brought vpon him, and euery man gaue him a piece of money, and euery one an earing of golde.
[GNV | EN | OT | Job | Chapter 42 | Verse 12] So the Lord blessed the last dayes of Iob more then the first: for he had foureteene thousand sheepe, and sixe thousand camels, and a thousand yoke of oxen, and a thousand shee asses.
[GNV | EN | OT | Job | Chapter 42 | Verse 13] He had also seue sonnes, and three daughters.
[GNV | EN | OT | Job | Chapter 42 | Verse 14] And he called the name of one Iemimah, and the name of the seconde Keziah, and the name of the third Keren-happuch.
[GNV | EN | OT | Job | Chapter 42 | Verse 15] In all the lande were no women found so faire as the daughters of Iob, and their father gaue them inheritaunce among their brethren.
[GNV | EN | OT | Job | Chapter 42 | Verse 16] And after this liued Iob an hundreth and fourtie yeres, and sawe his sonnes, and his sonnes sonnes, euen foure generations.
[GNV | EN | OT | Job | Chapter 42 | Verse 17] So Iob dyed, being old, and full of dayes.
