[GNV | EN | OT | Job | Chapter 19 | Verse 1] Bvt Iob answered, and said,
[GNV | EN | OT | Job | Chapter 19 | Verse 2] Howe long will yee vexe my soule, and torment me with wordes?
[GNV | EN | OT | Job | Chapter 19 | Verse 3] Ye haue now ten times reproched me, and are not ashamed: ye are impudent toward mee.
[GNV | EN | OT | Job | Chapter 19 | Verse 4] And though I had in deede erred, mine errour remaineth with me.
[GNV | EN | OT | Job | Chapter 19 | Verse 5] But in deede if ye will aduance your selues against me, and rebuke me for my reproche,
[GNV | EN | OT | Job | Chapter 19 | Verse 6] Know nowe, that God hath ouerthrowen me, and hath compassed me with his net.
[GNV | EN | OT | Job | Chapter 19 | Verse 7] Beholde, I crie out of violence, but I haue none answere: I crie, but there is no iudgement.
[GNV | EN | OT | Job | Chapter 19 | Verse 8] Hee hath hedged vp my way that I cannot passe, and he hath set darkenesse in my paths.
[GNV | EN | OT | Job | Chapter 19 | Verse 9] Hee hath spoyled mee of mine honour, and taken the crowne away from mine head.
[GNV | EN | OT | Job | Chapter 19 | Verse 10] He hath destroyed mee on euery side and I am gone: and he hath remoued mine hope like a tree.
[GNV | EN | OT | Job | Chapter 19 | Verse 11] And he hath kindled his wrath against me, and counteth mee as one of his enemies.
[GNV | EN | OT | Job | Chapter 19 | Verse 12] His armies came together, and made their way vpon me, and camped about my tabernacle.
[GNV | EN | OT | Job | Chapter 19 | Verse 13] He hath remooued my brethre farre from me, and also mine acquaintance were strangers vnto me.
[GNV | EN | OT | Job | Chapter 19 | Verse 14] My neighbours haue forsaken me, and my familiars haue forgotten me.
[GNV | EN | OT | Job | Chapter 19 | Verse 15] They that dwel in mine house, and my maydes tooke me for a stranger: for I was a stranger in their sight.
[GNV | EN | OT | Job | Chapter 19 | Verse 16] I called my seruant, but he would not answere, though I prayed him with my mouth.
[GNV | EN | OT | Job | Chapter 19 | Verse 17] My breath was strange vnto my wife, though I prayed her for the childrens sake of mine owne body.
[GNV | EN | OT | Job | Chapter 19 | Verse 18] The wicked also despised mee, and when I rose, they spake against me.
[GNV | EN | OT | Job | Chapter 19 | Verse 19] All my secret friends abhorred me, and they whome I loued, are turned against me.
[GNV | EN | OT | Job | Chapter 19 | Verse 20] My bone cleaueth to my skinne and to my flesh, and I haue escaped with the skinne of my teeth.
[GNV | EN | OT | Job | Chapter 19 | Verse 21] Haue pitie vpon me: haue pitie vpon me, (O yee my friendes) for the hande of God hath touched me.
[GNV | EN | OT | Job | Chapter 19 | Verse 22] Why do ye persecute me, as God? and are not satisfied with my flesh?
[GNV | EN | OT | Job | Chapter 19 | Verse 23] Oh that my wordes were nowe written! oh that they were written euen in a booke,
[GNV | EN | OT | Job | Chapter 19 | Verse 24] And grauen with an yron pen in lead, or in stone for euer!
[GNV | EN | OT | Job | Chapter 19 | Verse 25] For I am sure, that my Redeemer liueth, and he shall stand the last on the earth.
[GNV | EN | OT | Job | Chapter 19 | Verse 26] And though after my skin wormes destroy this bodie, yet shall I see God in my flesh.
[GNV | EN | OT | Job | Chapter 19 | Verse 27] Whome I my selfe shall see, and mine eyes shall beholde, and none other for me, though my reynes are consumed within me.
[GNV | EN | OT | Job | Chapter 19 | Verse 28] But yee sayde, Why is hee persecuted? And there was a deepe matter in me.
[GNV | EN | OT | Job | Chapter 19 | Verse 29] Be ye afraide of the sworde: for the sworde will be auenged of wickednesse, that yee may knowe that there is a iudgement.
