[GNV | EN | OT | Job | Chapter 4 | Verse 1] Then Eliphaz the Temanite answered, and sayde,
[GNV | EN | OT | Job | Chapter 4 | Verse 2] If we assay to commune with thee, wilt thou be grieued? but who can withholde himselfe from speaking?
[GNV | EN | OT | Job | Chapter 4 | Verse 3] Behold, thou hast taught many, and hast strengthened the wearie hands.
[GNV | EN | OT | Job | Chapter 4 | Verse 4] Thy wordes haue confirmed him that was falling, and thou hast strengthened the weake knees.
[GNV | EN | OT | Job | Chapter 4 | Verse 5] But now it is come vpon thee, and thou art grieued: it toucheth thee, and thou art troubled.
[GNV | EN | OT | Job | Chapter 4 | Verse 6] Is not this thy feare, thy confidence, thy pacience, and the vprightnesse of thy wayes?
[GNV | EN | OT | Job | Chapter 4 | Verse 7] Remember, I pray thee: who euer perished, being an innocent? or where were the vpright destroyed?
[GNV | EN | OT | Job | Chapter 4 | Verse 8] As I haue seene, they that plow iniquitie, and sowe wickednesse, reape the same.
[GNV | EN | OT | Job | Chapter 4 | Verse 9] With the blast of God they perish, and with the breath of his nostrels are they cosumed.
[GNV | EN | OT | Job | Chapter 4 | Verse 10] The roaring of the Lion, and the voyce of the Lionesse, and the teeth of the Lions whelpes are broken.
[GNV | EN | OT | Job | Chapter 4 | Verse 11] The Lyon perisheth for lacke of pray, and the Lyons whelpes are scattered abroade.
[GNV | EN | OT | Job | Chapter 4 | Verse 12] But a thing was brought to me secretly, and mine eare hath receiued a litle thereof.
[GNV | EN | OT | Job | Chapter 4 | Verse 13] In the thoughtes of ye visions of the night, when sleepe falleth on men,
[GNV | EN | OT | Job | Chapter 4 | Verse 14] Feare came vpon me, and dread which made all my bones to tremble.
[GNV | EN | OT | Job | Chapter 4 | Verse 15] And the wind passed before me, and made the heares of my flesh to stande vp.
[GNV | EN | OT | Job | Chapter 4 | Verse 16] Then stoode one, and I knewe not his face: an image was before mine eyes, and in silence heard I a voyce, saying,
[GNV | EN | OT | Job | Chapter 4 | Verse 17] Shall man be more iust then God? or shall a man be more pure then his maker?
[GNV | EN | OT | Job | Chapter 4 | Verse 18] Beholde, he founde no stedfastnesse in his Seruants, and laid follie vpon his Angels.
[GNV | EN | OT | Job | Chapter 4 | Verse 19] Howe much more in them that dwell in houses of clay, whose foundation is in the dust, which shalbe destroyed before the moth?
[GNV | EN | OT | Job | Chapter 4 | Verse 20] They be destroyed from the morning vnto the euening: they perish for euer, without regarde.
[GNV | EN | OT | Job | Chapter 4 | Verse 21] Doeth not their dignitie goe away with them? do they not die, and that without wisdom?
