[GNV | EN | OT | Job | Chapter 39 | Verse 1] Wilt thou hunt the pray for the lyon? or fill the appetite of the lyons whelpes,
[GNV | EN | OT | Job | Chapter 39 | Verse 2] When they couch in their places, and remaine in the couert to lye in waite?
[GNV | EN | OT | Job | Chapter 39 | Verse 3] Who prepareth for the rauen his meate, when his birdes crie vnto God, wandering for lacke of meate?
[GNV | EN | OT | Job | Chapter 39 | Verse 4] Knowest thou the time when the wilde goates bring foorth yong? or doest thou marke when the hindes doe calue?
[GNV | EN | OT | Job | Chapter 39 | Verse 5] Canst thou nomber the moneths that they fulfill? or knowest thou the time when they bring foorth?
[GNV | EN | OT | Job | Chapter 39 | Verse 6] They bow them selues: they bruise their yong and cast out their sorowes.
[GNV | EN | OT | Job | Chapter 39 | Verse 7] Yet their yong waxe fatte, and growe vp with corne: they goe foorth and returne not vnto them.
[GNV | EN | OT | Job | Chapter 39 | Verse 8] Who hath set the wilde asse at libertie? or who hath loosed the bondes of the wilde asse?
[GNV | EN | OT | Job | Chapter 39 | Verse 9] It is I which haue made the wildernesse his house, and the salt places his dwellings.
[GNV | EN | OT | Job | Chapter 39 | Verse 10] He derideth the multitude of the citie: he heareth not the crie of the driuer.
[GNV | EN | OT | Job | Chapter 39 | Verse 11] He seeketh out the mountaine for his pasture, and searcheth after euery greene thing.
[GNV | EN | OT | Job | Chapter 39 | Verse 12] Will the vnicorne serue thee? or will he tary by thy cribbe?
[GNV | EN | OT | Job | Chapter 39 | Verse 13] Canst thou binde the vnicorne with his band to labour in the furrowe? or will he plowe the valleyes after thee?
[GNV | EN | OT | Job | Chapter 39 | Verse 14] Wilt thou trust in him, because his strength is great, and cast off thy labour vnto him?
[GNV | EN | OT | Job | Chapter 39 | Verse 15] Wilt thou beleeue him, that he will bring home thy seede, and gather it vnto thy barne?
[GNV | EN | OT | Job | Chapter 39 | Verse 16] Hast thou giuen the pleasant wings vnto the peacockes? or winges and feathers vnto the ostriche?
[GNV | EN | OT | Job | Chapter 39 | Verse 17] Which leaueth his egges in the earth, and maketh them hote in the dust,
[GNV | EN | OT | Job | Chapter 39 | Verse 18] And forgetteth that the foote might scatter the, or that the wild beast might breake the.
[GNV | EN | OT | Job | Chapter 39 | Verse 19] He sheweth himselfe cruell vnto his yong ones, as they were not his, and is without feare, as if he trauailed in vaine.
[GNV | EN | OT | Job | Chapter 39 | Verse 20] For God had depriued him of wisedom, and hath giuen him no part of vnderstanding.
[GNV | EN | OT | Job | Chapter 39 | Verse 21] When time is, he mounteth on hie: he mocketh the horse and his rider.
[GNV | EN | OT | Job | Chapter 39 | Verse 22] Hast thou giuen the horse strength? or couered his necke with neying?
[GNV | EN | OT | Job | Chapter 39 | Verse 23] Hast thou made him afraid as the grashopper? his strong neying is fearefull.
[GNV | EN | OT | Job | Chapter 39 | Verse 24] He diggeth in the valley, and reioyceth in his strength: he goeth foorth to meete the harnest man.
[GNV | EN | OT | Job | Chapter 39 | Verse 25] He mocketh at feare, and is not afraid, and turneth not backe from the sworde,
[GNV | EN | OT | Job | Chapter 39 | Verse 26] Though the quiuer rattle against him, the glittering speare and the shield.
[GNV | EN | OT | Job | Chapter 39 | Verse 27] He swalloweth the ground for fearcenes and rage, and he beleeueth not that it is the noise of the trumpet.
[GNV | EN | OT | Job | Chapter 39 | Verse 28] He sayth among the trumpets, Ha, ha: hee smellleth the battell afarre off, and the noyse of the captaines, and the shouting.
[GNV | EN | OT | Job | Chapter 39 | Verse 29] Shall the hauke flie by thy wisedome, stretching out his wings toward the South?
[GNV | EN | OT | Job | Chapter 39 | Verse 30] Doeth the eagle mount vp at thy commandement, or make his nest on hie?
