[GNV | EN | OT | Psalms | Chapter 78 | Verse 1] A Psalme to give instruction committed to Asaph. Heare my doctrine, O my people: incline your eares vnto the wordes of my mouth.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 2] I will open my mouth in a parable: I will declare high sentences of olde.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 3] Which we haue heard and knowen, and our fathers haue tolde vs.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 4] Wee will not hide them from their children but to the generation to come we wil shewe the praises of the Lord his power also, and his wonderful woorkes that he hath done:
[GNV | EN | OT | Psalms | Chapter 78 | Verse 5] How he established a testimonie in Iaakob, and ordeined a Law in Israel, which he commanded our fathers, that they shoulde teache their children:
[GNV | EN | OT | Psalms | Chapter 78 | Verse 6] That the posteritie might knowe it, and the children, which should be borne, should stand vp, and declare it to their children:
[GNV | EN | OT | Psalms | Chapter 78 | Verse 7] That they might set their hope on God, and not forget the workes of God but keepe his commandements:
[GNV | EN | OT | Psalms | Chapter 78 | Verse 8] And not to bee as their fathers, a disobedient and rebellious generation: a generation that set not their heart aright, and whose spirite was not faithfull vnto God.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 9] The children of Ephraim being armed and shooting with the bowe, turned backe in the day of battell.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 10] They kept not the couenant of God, but refused to walke in his Lawe,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 11] And forgate his Actes, and his wonderfull woorkes that he had shewed them.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 12] Hee did marueilous thinges in the sight of their fathers in the lande of Egypt: euen in the fielde of Zoan.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 13] He deuided the Sea, and led them through: he made also the waters to stand as an heape.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 14] In the day time also hee led them with a cloude, and all the night with a light of fire.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 15] He claue the rockes in the wildernes, and gaue them drinke as of the great depths.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 16] He brought floods also out of the stonie rocke; so that hee made the waters to descend like the riuers.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 17] Yet they sinned stil against him, and prouoked the Highest in the wildernesse,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 18] And tempted God in their heartes in requiring meate for their lust.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 19] They spake against God also, saying, Can God prepare a table in the wildernesse?
[GNV | EN | OT | Psalms | Chapter 78 | Verse 20] Behold, he smote the rocke, that the water gushed out, and the streames ouerflowed: can hee giue bread also? or prepare flesh for his people?
[GNV | EN | OT | Psalms | Chapter 78 | Verse 21] Therefore the Lord heard and was angrie, and the fire was kindled in Iaakob, and also wrath came vpon Israel,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 22] Because they beleeued not in God, and trusted not in his helpe.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 23] Yet he had comanded the clouds aboue, and had opened the doores of heauen,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 24] And had rained downe MAN vpon them for to eate, and had giuen them of the wheate of heauen.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 25] Man did eate the bread of Angels: hee sent them meate ynough.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 26] He caused the Eastwinde to passe in the heauen, and through his power he brought in the Southwinde.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 27] Hee rained flesh also vpon them as dust, and feathered foule as the sand of the sea.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 28] And hee made it fall in the middes of their campe euen round about their habitations.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 29] So they did eate and were well filled: for he gaue them their desire.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 30] They were not turned from their lust, but the meate was yet in their mouthes,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 31] When the wrath of God came euen vpon them, and slew the strongest of them, and smote downe the chosen men in Israel.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 32] For all this, they sinned stil, and beleeued not his wonderous woorkes.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 33] Therefore their daies did hee consume in vanitie, and their yeeres hastily.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 34] And when hee slewe them, they sought him and they returned, and sought God earely.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 35] And they remembred that God was their strength, and the most high God their redeemer.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 36] But they flattered him with their mouth, and dissembled with him with their tongue.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 37] For their heart was not vpright with him: neither were they faithfull in his couenant.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 38] Yet he being merciful forgaue their iniquitie, and destroied them not, but oft times called backe his anger, and did not stirre vp all his wrath.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 39] For he remembered that they were flesh: yea, a winde that passeth and commeth not againe.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 40] How oft did they prouoke him in the wildernes? and grieue him in the desert?
[GNV | EN | OT | Psalms | Chapter 78 | Verse 41] Yea, they returned, and tempted God, and limited the Holie one of Israel.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 42] They remembered not his hand, nor the day when he deliuered them from the enemie,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 43] Nor him that set his signes in Egypt, and his wonders in the fielde of Zoan,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 44] And turned their riuers into blood, and their floods, that they could not drinke.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 45] Hee sent a swarme of flies among them, which deuoured them, and frogs, which destroyed them.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 46] He gaue also their fruites vnto the caterpiller, and their labour vnto the grassehopper.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 47] He destroied their vines with haile, and their wilde figge trees with the hailestone.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 48] He gaue their cattell also to the haile, and their flockes to the thunderboltes.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 49] Hee cast vpon them the fiercenesse of his anger, indignation and wrath, and vexation by the sending out of euill Angels.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 50] He made a way to his anger: he spared not their soule from death, but gaue their life to the pestilence,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 51] And smote al the firstborne in Egypt, euen the beginning of their strength in the tabernacles of Ham.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 52] But hee made his people to goe out like sheepe, and led them in the wildernes like a flocke.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 53] Yea, he caried them out safely, and they feared not, and the Sea couered their enemies.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 54] And he brought them vnto the borders of his Sanctuarie: euen to this Mountaine, which his right hand purchased.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 55] He cast out the heathe also before them, and caused them to fall to the lot of his inheritance, and made the tribes of Israel to dwell in their tabernacles.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 56] Yet they tempted, and prouoked the most high God, and kept not his testimonies,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 57] But turned backe and delt falsely like their fathers: they turned like a deceitfull bowe.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 58] And they prouoked him to anger with their high places, and mooued him to wrath with their grauen images.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 59] God heard this and was wroth, and greatly abhorred Israel,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 60] So that hee forsooke the habitation of Shilo, euen the Tabernacle where hee dwelt among men,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 61] And deliuered his power into captiuitie, and his beautie into the enemies hand.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 62] And hee gaue vp his people to the sworde, and was angrie with his inheritance.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 63] The fire deuoured their chosen men, and their maides were not praised.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 64] Their Priestes fell by the sworde, and their widowes lamented not.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 65] But the Lord awaked as one out of sleepe, and as a strong man that after his wine crieth out,
[GNV | EN | OT | Psalms | Chapter 78 | Verse 66] And smote his enemies in the hinder parts, and put them to a perpetuall shame.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 67] Yet he refused the tabernacle of Ioseph, and chose not the tribe of Ephraim:
[GNV | EN | OT | Psalms | Chapter 78 | Verse 68] But chose the tribe of Iudah, and mount Zion which he loued.
[GNV | EN | OT | Psalms | Chapter 78 | Verse 69] And he built his Sanctuarie as an high palace, like the earth, which he stablished for euer.
