[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 1] Ἡ φιλαδελφία μενέτω.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 2] τῆς φιλοξενίας μὴ ἐπιλανθάνεσθε, διὰ ταύτης γὰρ ἔλαθόν τινες ξενίσαντες ἀγγέλους.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 3] μιμνῄσκεσθε τῶν δεσμίων ὡς συνδεδεμένοι, τῶν κακουχουμένων ὡς καὶ αὐτοὶ ὄντες ἐν σώματι.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 4] τίμιος ὁ γάμος ἐν πᾶσιν καὶ ἡ κοίτη ἀμίαντος, πόρνους ⸀γὰρ καὶ μοιχοὺς κρινεῖ ὁ θεός.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 5] ἀφιλάργυρος ὁ τρόπος· ἀρκούμενοι τοῖς παροῦσιν· αὐτὸς γὰρ εἴρηκεν· Οὐ μή σε ἀνῶ οὐδʼ οὐ μή σε ⸀ἐγκαταλίπω·
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 6] ὥστε θαρροῦντας ἡμᾶς λέγειν· Κύριος ἐμοὶ βοηθός, ⸀οὐ φοβηθήσομαι· τί ποιήσει μοι ἄνθρωπος;
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 7] Μνημονεύετε τῶν ἡγουμένων ὑμῶν, οἵτινες ἐλάλησαν ὑμῖν τὸν λόγον τοῦ θεοῦ, ὧν ἀναθεωροῦντες τὴν ἔκβασιν τῆς ἀναστροφῆς μιμεῖσθε τὴν πίστιν.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 8] Ἰησοῦς Χριστὸς ἐχθὲς καὶ σήμερον ὁ αὐτός, καὶ εἰς τοὺς αἰῶνας.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 9] διδαχαῖς ποικίλαις καὶ ξέναις μὴ παραφέρεσθε· καλὸν γὰρ χάριτι βεβαιοῦσθαι τὴν καρδίαν, οὐ βρώμασιν, ἐν οἷς οὐκ ὠφελήθησαν οἱ ⸀περιπατοῦντες.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 10] ἔχομεν θυσιαστήριον ἐξ οὗ φαγεῖν οὐκ ἔχουσιν ἐξουσίαν οἱ τῇ σκηνῇ λατρεύοντες.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 11] ὧν γὰρ εἰσφέρεται ζῴων τὸ αἷμα περὶ ἁμαρτίας εἰς τὰ ἅγια διὰ τοῦ ἀρχιερέως, τούτων τὰ σώματα κατακαίεται ἔξω τῆς παρεμβολῆς·
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 12] διὸ καὶ Ἰησοῦς, ἵνα ἁγιάσῃ διὰ τοῦ ἰδίου αἵματος τὸν λαόν, ἔξω τῆς πύλης ἔπαθεν.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 13] τοίνυν ἐξερχώμεθα πρὸς αὐτὸν ἔξω τῆς παρεμβολῆς, τὸν ὀνειδισμὸν αὐτοῦ φέροντες.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 14] οὐ γὰρ ἔχομεν ὧδε μένουσαν πόλιν, ἀλλὰ τὴν μέλλουσαν ἐπιζητοῦμεν·
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 15] διʼ αὐτοῦ ⸀οὖν ἀναφέρωμεν θυσίαν αἰνέσεως διὰ παντὸς τῷ θεῷ, τοῦτʼ ἔστιν καρπὸν χειλέων ὁμολογούντων τῷ ὀνόματι αὐτοῦ.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 16] τῆς δὲ εὐποιΐας καὶ κοινωνίας μὴ ἐπιλανθάνεσθε, τοιαύταις γὰρ θυσίαις εὐαρεστεῖται ὁ θεός.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 17] Πείθεσθε τοῖς ἡγουμένοις ὑμῶν καὶ ὑπείκετε, αὐτοὶ γὰρ ἀγρυπνοῦσιν ὑπὲρ τῶν ψυχῶν ὑμῶν ὡς λόγον ἀποδώσοντες, ἵνα μετὰ χαρᾶς τοῦτο ποιῶσιν καὶ μὴ στενάζοντες, ἀλυσιτελὲς γὰρ ὑμῖν τοῦτο.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 18] Προσεύχεσθε περὶ ἡμῶν, ⸀πειθόμεθα γὰρ ὅτι καλὴν συνείδησιν ἔχομεν, ἐν πᾶσιν καλῶς θέλοντες ἀναστρέφεσθαι.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 19] περισσοτέρως δὲ παρακαλῶ τοῦτο ποιῆσαι ἵνα τάχιον ἀποκατασταθῶ ὑμῖν.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 20] Ὁ δὲ θεὸς τῆς εἰρήνης, ὁ ἀναγαγὼν ἐκ νεκρῶν τὸν ποιμένα τῶν προβάτων τὸν μέγαν ἐν αἵματι διαθήκης αἰωνίου, τὸν κύριον ἡμῶν Ἰησοῦν,
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 21] καταρτίσαι ὑμᾶς ἐν ⸀παντὶ ἀγαθῷ εἰς τὸ ποιῆσαι τὸ θέλημα αὐτοῦ, ποιῶν ἐν ⸀ἡμῖν τὸ εὐάρεστον ἐνώπιον αὐτοῦ διὰ Ἰησοῦ Χριστοῦ, ᾧ ἡ δόξα εἰς τοὺς ⸀αἰῶνας· ἀμήν.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 22] Παρακαλῶ δὲ ὑμᾶς, ἀδελφοί, ἀνέχεσθε τοῦ λόγου τῆς παρακλήσεως, καὶ γὰρ διὰ βραχέων ἐπέστειλα ὑμῖν.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 23] γινώσκετε τὸν ἀδελφὸν ⸀ἡμῶν Τιμόθεον ἀπολελυμένον, μεθʼ οὗ ἐὰν τάχιον ἔρχηται ὄψομαι ὑμᾶς.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 24] ἀσπάσασθε πάντας τοὺς ἡγουμένους ὑμῶν καὶ πάντας τοὺς ἁγίους. ἀσπάζονται ὑμᾶς οἱ ἀπὸ τῆς Ἰταλίας.
[SBLGNT | EL | NT | Hebrews | Chapter 13 | Verse 25] ἡ χάρις μετὰ πάντων ⸀ὑμῶν.
