[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 1] Σκιὰν γὰρ ἔχων ὁ νόμος τῶν μελλόντων ἀγαθῶν, οὐκ αὐτὴν τὴν εἰκόνα τῶν πραγμάτων, κατʼ ἐνιαυτὸν ταῖς αὐταῖς θυσίαις ἃς προσφέρουσιν εἰς τὸ διηνεκὲς οὐδέποτε ⸀δύναται τοὺς προσερχομένους τελειῶσαι·
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 2] ἐπεὶ οὐκ ἂν ἐπαύσαντο προσφερόμεναι, διὰ τὸ μηδεμίαν ἔχειν ἔτι συνείδησιν ἁμαρτιῶν τοὺς λατρεύοντας ἅπαξ ⸀κεκαθαρισμένους;
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 3] ἀλλʼ ἐν αὐταῖς ἀνάμνησις ἁμαρτιῶν κατʼ ἐνιαυτόν,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 4] ἀδύνατον γὰρ αἷμα ταύρων καὶ τράγων ἀφαιρεῖν ἁμαρτίας.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 5] διὸ εἰσερχόμενος εἰς τὸν κόσμον λέγει· Θυσίαν καὶ προσφορὰν οὐκ ἠθέλησας, σῶμα δὲ κατηρτίσω μοι·
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 6] ὁλοκαυτώματα καὶ περὶ ἁμαρτίας οὐκ εὐδόκησας.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 7] τότε εἶπον· Ἰδοὺ ἥκω, ἐν κεφαλίδι βιβλίου γέγραπται περὶ ἐμοῦ, τοῦ ποιῆσαι, ὁ θεός, τὸ θέλημά σου.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 8] ἀνώτερον λέγων ὅτι ⸂Θυσίας καὶ προσφορὰς⸃ καὶ ὁλοκαυτώματα καὶ περὶ ἁμαρτίας οὐκ ἠθέλησας οὐδὲ εὐδόκησας, αἵτινες κατὰ ⸀νόμον προσφέρονται,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 9] τότε εἴρηκεν· Ἰδοὺ ἥκω τοῦ ⸀ποιῆσαι τὸ θέλημά σου· ἀναιρεῖ τὸ πρῶτον ἵνα τὸ δεύτερον στήσῃ.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 10] ἐν ᾧ θελήματι ἡγιασμένοι ⸀ἐσμὲν διὰ τῆς προσφορᾶς τοῦ σώματος Ἰησοῦ Χριστοῦ ἐφάπαξ.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 11] Καὶ πᾶς μὲν ἱερεὺς ἕστηκεν καθʼ ἡμέραν λειτουργῶν καὶ τὰς αὐτὰς πολλάκις προσφέρων θυσίας, αἵτινες οὐδέποτε δύνανται περιελεῖν ἁμαρτίας.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 12] ⸀οὗτος δὲ μίαν ὑπὲρ ἁμαρτιῶν προσενέγκας θυσίαν εἰς τὸ διηνεκὲς ἐκάθισεν ἐν δεξιᾷ τοῦ θεοῦ,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 13] τὸ λοιπὸν ἐκδεχόμενος ἕως τεθῶσιν οἱ ἐχθροὶ αὐτοῦ ὑποπόδιον τῶν ποδῶν αὐτοῦ,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 14] μιᾷ γὰρ προσφορᾷ τετελείωκεν εἰς τὸ διηνεκὲς τοὺς ἁγιαζομένους.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 15] μαρτυρεῖ δὲ ἡμῖν καὶ τὸ πνεῦμα τὸ ἅγιον, μετὰ γὰρ τὸ ⸀εἰρηκέναι·
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 16] Αὕτη ἡ διαθήκη ἣν διαθήσομαι πρὸς αὐτοὺς μετὰ τὰς ἡμέρας ἐκείνας, λέγει κύριος, διδοὺς νόμους μου ἐπὶ καρδίας αὐτῶν, καὶ ἐπὶ ⸂τὴν διάνοιαν⸃ αὐτῶν ἐπιγράψω αὐτούς,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 17] ⸀καὶ τῶν ἁμαρτιῶν αὐτῶν καὶ τῶν ἀνομιῶν αὐτῶν οὐ μὴ ⸀μνησθήσομαι ἔτι·
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 18] ὅπου δὲ ἄφεσις τούτων, οὐκέτι προσφορὰ περὶ ἁμαρτίας.
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 19] Ἔχοντες οὖν, ἀδελφοί, παρρησίαν εἰς τὴν εἴσοδον τῶν ἁγίων ἐν τῷ αἵματι Ἰησοῦ,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 20] ἣν ἐνεκαίνισεν ἡμῖν ὁδὸν πρόσφατον καὶ ζῶσαν διὰ τοῦ καταπετάσματος, τοῦτʼ ἔστιν τῆς σαρκὸς αὐτοῦ,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 21] καὶ ἱερέα μέγαν ἐπὶ τὸν οἶκον τοῦ θεοῦ,
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 22] προσερχώμεθα μετὰ ἀληθινῆς καρδίας ἐν πληροφορίᾳ πίστεως, ῥεραντισμένοι τὰς καρδίας ἀπὸ συνειδήσεως πονηρᾶς καὶ λελουσμένοι τὸ σῶμα ὕδατι καθαρῷ·
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 23] κατέχωμεν τὴν ὁμολογίαν τῆς ἐλπίδος ἀκλινῆ, πιστὸς γὰρ ὁ ἐπαγγειλάμενος·
[SBLGNT | EL | NT | Hebrews | Chapter 10 | Verse 24] καὶ κατανοῶμεν ἀλλήλους εἰς παροξυσμὸν ἀγάπης καὶ καλῶν ἔργων,
