[WEB | EN | OT | Joel | Chapter 2 | Verse 1] Blow the trumpet in Zion, and sound an alarm in my holy mountain! Let all the inhabitants of the land tremble, for the day of the LORD comes, for it is close at hand:
[WEB | EN | OT | Joel | Chapter 2 | Verse 2] A day of darkness and gloominess, a day of clouds and thick darkness. As the dawn spreading on the mountains, a great and strong people; there has never been the like, neither will there be any more after them, even to the years of many generations.
[WEB | EN | OT | Joel | Chapter 2 | Verse 3] A fire devours before them, and behind them, a flame burns. The land is as the garden of Eden before them, and behind them, a desolate wilderness. Yes, and no one has escaped them.
[WEB | EN | OT | Joel | Chapter 2 | Verse 4] Their appearance is as the appearance of horses, and they run as horsemen.
[WEB | EN | OT | Joel | Chapter 2 | Verse 5] Like the noise of chariots on the tops of the mountains, they leap, like the noise of a flame of fire that devours the stubble, like a strong people set in battle array.
[WEB | EN | OT | Joel | Chapter 2 | Verse 6] At their presence the peoples are in anguish. All faces have grown pale.
[WEB | EN | OT | Joel | Chapter 2 | Verse 7] They run like mighty men. They climb the wall like warriors. They each march in his line, and they don’t swerve off course.
[WEB | EN | OT | Joel | Chapter 2 | Verse 8] One doesn’t jostle another. They each march in their own path. They burst through the defenses and don’t break ranks.
[WEB | EN | OT | Joel | Chapter 2 | Verse 9] They rush on the city. They run on the wall. They climb up into the houses. They enter in at the windows like thieves.
[WEB | EN | OT | Joel | Chapter 2 | Verse 10] The earth quakes before them. The heavens tremble. The sun and the moon are darkened, and the stars withdraw their shining.
[WEB | EN | OT | Joel | Chapter 2 | Verse 11] The LORD thunders his voice before his army, for his forces are very great; for he is strong who obeys his command; for the day of the LORD is great and very awesome, and who can endure it?
[WEB | EN | OT | Joel | Chapter 2 | Verse 12] “Yet even now,” says the LORD, “turn to me with all your heart, and with fasting, and with weeping, and with mourning.”
[WEB | EN | OT | Joel | Chapter 2 | Verse 13] Tear your heart and not your garments, and turn to the LORD, your God; for he is gracious and merciful, slow to anger, and abundant in loving kindness, and relents from sending calamity.
[WEB | EN | OT | Joel | Chapter 2 | Verse 14] Who knows? He may turn and relent, and leave a blessing behind him, even a meal offering and a drink offering to the LORD, your God.
[WEB | EN | OT | Joel | Chapter 2 | Verse 15] Blow the trumpet in Zion! Sanctify a fast. Call a solemn assembly.
[WEB | EN | OT | Joel | Chapter 2 | Verse 16] Gather the people. Sanctify the assembly. Assemble the elders. Gather the children, and those who nurse from breasts. Let the bridegroom go out of his room, and the bride out of her chamber.
[WEB | EN | OT | Joel | Chapter 2 | Verse 17] Let the priests, the ministers of the LORD, weep between the porch and the altar, and let them say, “Spare your people, LORD, and don’t give your heritage to reproach, that the nations should rule over them. Why should they say among the peoples, ‘Where is their God?’”
[WEB | EN | OT | Joel | Chapter 2 | Verse 18] Then the LORD was jealous for his land, and had pity on his people.
[WEB | EN | OT | Joel | Chapter 2 | Verse 19] The LORD answered his people, “Behold, I will send you grain, new wine, and oil, and you will be satisfied with them; and I will no more make you a reproach among the nations.
[WEB | EN | OT | Joel | Chapter 2 | Verse 20] But I will remove the northern army far away from you, and will drive it into a barren and desolate land, its front into the eastern sea, and its back into the western sea; and its stench will come up, and its bad smell will rise.” Surely he has done great things.
[WEB | EN | OT | Joel | Chapter 2 | Verse 21] Land, don’t be afraid. Be glad and rejoice, for the LORD has done great things.
[WEB | EN | OT | Joel | Chapter 2 | Verse 22] Don’t be afraid, you animals of the field; for the pastures of the wilderness spring up, for the tree bears its fruit. The fig tree and the vine yield their strength.
[WEB | EN | OT | Joel | Chapter 2 | Verse 23] “Be glad then, you children of Zion, and rejoice in the LORD, your God; for he gives you the early rain in just measure, and he causes the rain to come down for you, the early rain and the latter rain, as before.
[WEB | EN | OT | Joel | Chapter 2 | Verse 24] The threshing floors will be full of wheat, and the vats will overflow with new wine and oil.
[WEB | EN | OT | Joel | Chapter 2 | Verse 25] I will restore to you the years that the swarming locust has eaten, the great locust, the grasshopper, and the caterpillar, my great army, which I sent among you.
[WEB | EN | OT | Joel | Chapter 2 | Verse 26] You will have plenty to eat and be satisfied, and will praise the name of the LORD, your God, who has dealt wondrously with you; and my people will never again be disappointed.
[WEB | EN | OT | Joel | Chapter 2 | Verse 27] You will know that I am among Israel, and that I am the LORD, your God, and there is no one else; and my people will never again be disappointed.
