[GNV | EN | OT | Genesis | Chapter 31 | Verse 1] Now he heard the words of Labans sonnes, saying, Iaakob hath taken away all that was our fathers, and of our fathers goods hath he gotten all this honour.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 2] Also Iaakob beheld the countenance of Laban, that it was not towards him as in times past:
[GNV | EN | OT | Genesis | Chapter 31 | Verse 3] And the Lord had said vnto Iaakob, Turne againe into the lande of thy fathers, and to thy kinred, and I wilbe with thee.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 4] Therefore Iaakob sent and called Rahel and Leah to the fielde vnto his flocke.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 5] Then sayde hee vnto them, I see your fathers countenance, that it is not towardes me as it was wont, and the God of my father hath bene with me.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 6] And yee knowe that I haue serued your father with all my might.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 7] But your father hath deceiued me, and changed my wages tenne times: but God suffred him not to hurt me.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 8] If he thus sayd, The spotted shall be thy wages, then all the sheepe bare spotted: and if he sayd thus, the party coloured shalbe thy rewarde, then bare all the sheepe particoloured.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 9] Thus hath God taken away your fathers substance, and giuen it me.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 10] For in ramming time I lifted vp mine eyes and saw in a dreame, and beholde, ye hee goates leaped vpon the shee goates, that were partie coloured with litle and great spots spotted.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 11] And the Angel of God sayde to mee in a dreame, Iaakob. And I answered, Lo, I am here.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 12] And he sayde, Lift vp nowe thine eyes, and see all the hee goates leaping vpon ye shee goates that are partie coloured, spotted with litle and great spots: for I haue seene all that Laban doeth vnto thee.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 13] I am the God of Beth-el, where thou anoyntedst the pillar, where thou vowedst a vowe vnto me. Nowe arise, get thee out of this countrey and returne vnto ye land where thou wast borne.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 14] Then answered Rahel and Leah, and sayde vnto him, Haue wee any more porcion and inheritance in our fathers house?
[GNV | EN | OT | Genesis | Chapter 31 | Verse 15] Doeth not he count vs as strangers? for he hath solde vs, and hath eaten vp and consumed our money.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 16] Therefore all the riches, which God hath taken from our father, is ours and our childrens: nowe then whatsoeuer God hath saide vnto thee, doe it.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 17] Then Iaakob rose vp, and set his sonnes and his wiues vpon camels.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 18] And he caried away all his flockes, and al his substance which he had gotten, to wit, his riches, which he had gotten in Padan Aram, to goe to Izhak his father vnto the land of Canaan.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 19] Whe Laban was gone to shere his sheepe, Then Rahel stole her fathers idoles.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 20] Thus Iaakob stole away ye heart of Laban the Aramite: for he told him not that he fled.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 21] So fled he with all that he had, and he rose vp, and passed the riuer, and set his face towarde mount Gilead.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 22] And the third day after was it told Laban, that Iaakob fled.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 23] Then he tooke his brethren with him, and followed after him seuen dayes iourney, and ouertooke him at mount Gilead.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 24] And God came to Laban the Aramite in a dreame by night, and sayde vnto him, Take heede that thou speake not to Iaakob ought saue good.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 25] Then Laban ouertooke Iaakob, and Iaakob had pitched his tent in the mount: and Laban also with his brethren pitched vpon mount Gilead.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 26] Then Laban sayde to Iaakob, What hast thou done? thou hast euen stolen away mine heart and caried away my daughters as though they had bene taken captiues with the sworde.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 27] Wherfore diddest thou flie so secretly and steale away from me, and diddest not tel me, that I might haue sent thee foorth with mirth and with songs, with timbrel and with harpe?
[GNV | EN | OT | Genesis | Chapter 31 | Verse 28] But thou hast not suffered me to kisse my sonnes and my daughters: nowe thou hast done foolishly in doing so.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 29] I am able to do you euill: but the God of your father spake vnto me yesternight, saying, Take heed that thou speake not to Iaakob ought saue good.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 30] Nowe though thou wentest thy way, because thou greatly longedst after thy fathers house, yet wherefore hast thou stollen my gods?
[GNV | EN | OT | Genesis | Chapter 31 | Verse 31] Then Iaakob answered, and said to Laban, Because I was afraid, and thought that thou wouldest haue taken thy daughters from me.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 32] But with whome thou findest thy gods, let him not liue. Search thou before our brethre what I haue of thine, and take it to thee, (but Iaakob wist not that Rahel had stolen them)
[GNV | EN | OT | Genesis | Chapter 31 | Verse 33] Then came Laban into Iaakobs tent, and into Leahs tent, and into the two maides tentes, but founde them not. So hee went out of Leahs tent, and entred into Rahels tent.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 34] (Nowe Rahel had taken the idoles, and put them in the camels litter and sate downe vpon them) and Laban searched al the tent, but found them not.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 35] Then said she to her father, My Lord, be not angrie that I cannot rise vp before thee: for the custome of women is vpon me: so he searched, but found not the idoles.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 36] The Iaakob was wroth, and chode with Laban: Iaakob also answered and sayd to Laban, What haue I trespassed? what haue I offended, that thou hast pursued after me?
[GNV | EN | OT | Genesis | Chapter 31 | Verse 37] Seeing thou hast searched all my stuffe, what hast thou foud of all thine houshold stuffe? put it here before my brethren and thy brethren, that they may iudge betweene vs both.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 38] This twenty yere I haue bin with thee: thine ewes and thy goates haue not cast their yong, and the rammes of thy flocke haue I not eaten.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 39] Whatsoeuer was torne of beasts, I brought it not vnto thee, but made it good my selfe: of mine hand diddest thou require it, were it stollen by day or stollen by night.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 40] I was in the day consumed with heate, and with frost in the night, and my sleepe departed from mine eyes.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 41] Thus haue I bene twentie yeere in thine house, and serued thee fourteene yeeres for thy two daughters, and sixe yeeres for thy sheepe, and thou hast changed my wages tenne times.
