[LXX | EL | OT | Leviticus | Chapter 3 | Verse 1] Ἐὰν δὲ θυσία σωτηρίου τὸ δῶρον αὐτοῦ τῷ Κυρίῳ, ἐὰν μὲν ἐκ τῶν βοῶν αὐτὸ προσαγάγῃ, ἐάν τω ἄρσεν, ἐάν τε θῆλυ, ἄμωμον προσάξει αὐτὸ ἔναντι Κυρίου.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 2] Καὶ ἐπιθήσει τὰς χεῖρας ἐπὶ τὴν κεφαλὴν τοῦ δώρου, καὶ σφάξει αὐτὸ ἐναντίον Κυρίου παρὰ τὰς θύρας τῆς σκηνῆς τοῦ μαρτυρίου· καὶ προσχεοῦσιν οἱ υἱοὶ Ἀαρὼν οἱ ἱερεῖς τὸ αἷμα ἐπὶ τὸ θυσιαστήριον τῶν ὁλοκαυτωμάτων κύκλῳ.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 3] Καὶ προσάξουσιν ἀπὸ τῆς θυσίας τοῦ σωτηρίου κάρπωμα Κυρίῳ, τὸ στέαρ τὸ κατακαλύπτον τὴν κοιλίαν, καὶ πᾶν τὸ στέαρ τὸ ἐπὶ τῆς κοιλίας.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 4] Καὶ τοὺς δύο νεφροὺς, καὶ τὸ στέαρ τὸ ἐπʼ αὐτῶν, τὸ ἐπὶ τῶν μηρίων, καὶ τὸν λοβὸν τὸν ἐπὶ τοῦ ἥπατος σὺν τοῖς νεφροῖς περιελεῖ.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 5] Καὶ ἀνοίσουσιν αὐτὰ οἱ υἱοὶ Ἀαρὼν οἱ ἱερεῖς ἐπὶ τὸ θυσιαστήριον ἐπὶ τὰ ὁλοκαυτώματα ἐπὶ τὰ ξύλα, τὰ ἐπὶ τοῦ πυρὸς ἐπὶ τοῦ θυσιαστηρίου· κάρπωμα ὀσμὴ εὐωδίας Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 6] Ἐὰν δὲ ἀπὸ τῶν προβάτων τὸ δῶρον αὐτοῦ θυσία σωτηρίου τῷ Κυρίῳ, ἄρσεν ἢ θῆλυ, ἄμωμον προσοίσει αὐτό.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 7] Ἐὰν ἄρνα προσαγάγῃ τὸ δῶρον αὐτοῦ, προσάξει αὐτὸ ἔναντι Κυρίου.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 8] Καὶ ἐπιθήσει τὰς χεῖρας ἐπὶ τὴν κεφαλὴν τοῦ δώρου αὐτοῦ, καὶ σφάξει αὐτὸ παρὰ τὰς θύρας τῆς σκηνῆς τοῦ μαρτυρίου· καὶ προσχεοῦσιν οἱ υἱοὶ Ἀαρὼν οἱ ἱερεῖς τὸ αἷμα ἐπὶ τὸ θυσιαστήριον κύκλῳ.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 9] Καὶ προσοίσει ἀπὸ τῆς θυσίας τοῦ σωτηρίου κάρπωμα τῷ Κυρίῷ· τὸ στέαρ καὶ τὴν ὀσφὺν ἄμωμον σὺν ταῖς ψόαις περιελεῖ αὐτό· καὶ πᾶν τὸ στέαρ τὸ κατακαλύπτον τὴν κοιλίαν, καὶ πᾶν τὸ στέαρ τὸ ἐπὶ τῆς κοιλίας.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 10] Καὶ ἀμφοτέρους τοὺς νεφροὺς, καὶ τὸ στέαρ τὸ ἐπʼ αὐτῶν, τὸ ἐπὶ τῶν μηρίων, καὶ τὸν λοβὸν τὸν ἐπὶ τοῦ ἥπατος σὺν τοῖς νεφροῖς περιελὼν,
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 11] ἀνοίσει ὁ ἱερεὺς ἐπὶ τὸ θυσιαστήριον· ὀσμὴ εὐωδίας κάρπωμα Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 12] Ἐὰν δὲ ἀπὸ τῶν αἰγῶν τὸ δῶρον αὐτοῦ, καὶ προσάξει ἔναντι Κυρίου.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 13] Καὶ ἐπιθήσει τὰς χεῖρας ἐπὶ τὴν κεφαλὴν αὐτοῦ, καὶ σφάξουσιν αὐτὸ ἔναντι Κυρίου παρὰ τὰς θύρας τῆς σκηνῆς τοῦ μαρτυρίου· καὶ προσχεοῦσιν οἱ υἱοὶ Ἀαρὼν οἱ ἱερεῖς τὸ αἷμα ἐπὶ τὸ θυσιαστήριον κύκλῳ.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 14] Καὶ ἀνοίσει ἀπʼ αὐτοῦ κάρπωμα Κυρίῳ τὸ στέαρ τὸ κατακαλύπτον τὴν κοιλίαν, καὶ πᾶν τὸ στέαρ τὸ ἐπὶ τῆς κοιλίας.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 15] Καὶ ἀμφοτέρους τοὺς νεφροὺς, καὶ πᾶν τὸ στέαρ τὸ ἐπʼ αὐτῶν, τὸ ἐπὶ τῶν μηρίων, καὶ τὸν λοβὸν τοῦ ἥπατος σὺν τοῖς νεφροῖς περιελεῖ,
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 16] καὶ ἀνοίσει ὁ ἱερεὺς ἐπὶ τὸ θυσιαστήριον· κάρπωμα ὀσμὴ εὐωδίας τῷ Κυρίῳ· πᾶν τὸ στέαρ τῷ Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 3 | Verse 17] Νόμιμον εἰς τὸν αἰῶνα εἰς τὰς γενεὰς ὑμῶν, ἐν πάσῃ κατοικίᾳ ὑμῶν· πᾶν στέαρ καὶ πᾶν αἷμα οὐκ ἔδεσθε.
