[LXX | EL | OT | Leviticus | Chapter 24 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 2] ἔντειλαι τοῖς υἱοῖς Ἰσραὴλ, καὶ λαβέτωσάν σοι ἔλαιον ἐλάϊνον καθαρὸν κεκομμένον εἰς φῶς, καῦσαι λύχνον διαπαντὸς,
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 3] ἔξωθεν τοῦ καταπετάσματος ἐν τῇ σκηνῇ τοῦ μαρτυρίου· καὶ καύσουσιν αὐτὸ Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ ἀπὸ ἑσπέρας ἕως πρωῒ ἐνώπιον Κυρίου ἐνδελεχῶς, νόμιμον αἰώνιον εἰς τὰς γενεὰς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 4] Ἐπὶ τῆς λυχνίας τῆς καθαρᾶς καύσετε τοὺς λύχνους ἐναντίον Κυρίου ἕως εἰς τοπρωΐ.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 5] Καὶ λήμψεσθε σεμίδαλιν, καὶ ποιήσετε αὐτὴν δώδεκα ἄρτους· δύο δεκάτων ἔσται ὁ ἄρτος ὁ εἷς.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 6] Καὶ ἐπιθήσετε αὐτοὺς δύο θέματα, ἓξ ἄρτους τὸ ἓν θέμα ἐπὶ τὴν τράπεζαν τὴν καθαρὰν ἔναντι Κυρίου.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 7] Καὶ ἐπιθήσετε ἐπὶ τὸ θέμα λίβανον καθαρὸν καὶ ἅλα, καὶ ἔσονται εἰς ἄρτους εἰς ἀνάμνησιν προκείμενα τῷ Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 8] Τῇ ἡμέρᾳ τῶν σαββάτων προσθήσεται ἔναντι Κυρίου διαπαντὸς ἐνώπιον τῶν υἱῶν Ἰσραὴλ, διαθήκην αἰώνιον.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 9] Καὶ ἔσται Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ· καὶ φάγονται αὐτὰ ἐν τόπῳ ἁγίῳ· ἔστι γὰρ ἅγια τῶν ἁγίῳν τοῦτο αὐτῶν ἀπὸ τῶν θυσιαζομένων τῷ Κυρίῳ, νόμιμον αἰώνιον.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 10] Καὶ ἐξῆλθεν υἱὸς γυναικὸς Ἰσραηλίτιδος, καὶ οὗτος ἦν υἱὸς Αἰγυπτίου ἐν τοῖς υἱοῖς Ἰσραήλ· καὶ ἐμαχέσαντο ἐν τῇ παρεμβολῇ ὁ ἐκ τῆς Ἰσραηλίτιδος, καὶ ὁ ἄνθρωπος ὁ Ἰσραηλίτης.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 11] Καὶ ἐπονομάσας ὁ υἱὸς τῆς γυναικὸς τῆς Ἰσραηλίτιδος τὸ ὄνομα κατηράσατο· καὶ ἤγαγον αὐτὸν πρὸς Μωυσῆν· καὶ τὸ ὄνομα τῆς μητρὸς αὐτοῦ Σαλωμεὶθ θυγάτηρ Δαβρεὶ ἐκ τῆς φυλῆς Δάν.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 12] Καὶ ἀπέθεντο αὐτὸν εἰς φυλακὴν διακρῖναι αὐτὸν διὰ προστάγματος Κυρίου.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 13] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 14] ἐξάγαγε τὸν καταρασάμενον ἔξω τῆς παρεμβολῆς, καὶ ἐπιθήσουσι πάντες οἱ ἀκούσαντες τὰς χεῖρας αὐτῶν ἐπὶ τὴν κεφαλὴν αὐτοῦ, καὶ λιθοβολήσουσιν αὐτὸν πᾶσα ἡ συναγωγή.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 15] Καὶ τοῖς υἱοῖς Ἰσραὴλ λάλησον, καὶ ἐρεῖς πρὸς αὐτοὺς, ἄνθρωπος ὃς ἐὰν καταράσηται Θεὸν, ἁμαρτίαν λήψεται.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 16] Ὀνομάζων δὲ τὸ ὄνομα Κυρίου, θανάτῳ θανατούσθω· λίθοις λιθοβολείτω αὐτὸν πᾶσα ἡ συναγωγὴ Ἰσραήλ· ἐάν τε προσήλυτος ἐάν τε αὐτόχθων, ἐν τῷ ὀνομάσαι αὐτὸν τὸ ὄνομα Κυρίου, τελευτάτω.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 17] Καὶ ἄνθρωπος ὃς ἂν πατάξῃ ψυχὴν ἀνθρώπου, καὶ ἀποθάνῃ, θανάτῳ θανατούσθω.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 18] Καὶ ὃς ἂν πατάξῃ κτῆνος, καὶ ἀποθάνῃ, ἀποτισάτω ψυχὴν ἀντὶ ψυχῆς.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 19] Καὶ ἐάν τις δῷ μῶμον τῷ πλησίον, ὡς ἐποίησεν αὐτῷ, ὡσαύτως ἀντιποιηθήσεται αὐτῷ·
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 20] Σύντριμμα ἀντὶ συντρίμματος, ὀφθαλμὸν ἀντὶ ὀφθαλμοῦ, ὀδόντα ἀντὶ ὀδόντος, καθότι ἂν δῷ μῶμον τῷ ἀνθρώπῳ, οὕτω δοθήσεται αὐτῷ.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 21] Ὃς ἂν πατάξῃ ἄνθρωπον, καὶ ἀποθάνῃ, θανάτῳ θανατούσθω.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 22] Δικαίωσις μία ἔσται τῷ προσηλύτῳ καὶ τῷ ἐγχωρίῳ, ὅτι ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 24 | Verse 23] Καὶ ἐλάλησε Μωυσῆς τοῖς υἱοῖς Ἰσραήλ· καὶ ἐξήγαγον τὸν καταρασάμενον ἔξω τῆς παρεμβολῆς, καὶ ἐλιθοβόλησαν αὐτὸν ἐν λίθοις· καὶ οἱ υἱοὶ Ἰσραὴλ ἐποίησαν καθάπερ συνέταξε Κύριος τῷ Μωυσῇ.
