[LXX | EL | OT | Leviticus | Chapter 18 | Verse 1] Καὶ εἶπε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 2] λάλησον τοῖς υἱοῖς Ἰσραὴλ, καὶ ἐρεῖς πρὸς αὐτοὺς, ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 3] Κατὰ τὰ ἐπιτηδεύματα Αἰγύπτου, ἐν ᾗ κατῳκήσατε ἐπʼ αὐτῇ, οὐ ποιήσετε· καὶ κατὰ τὰ ἐπιτηδεύματα γῆς Χαναὰν, εἰς ἣν ἐγὼ εἰσάγω ὑμᾶς ἐκεῖ, οὐ ποιήσετε, καὶ τοῖς νομίμοις αὐτῶν οὐ πορεύσεσθε.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 4] Τὰ κρίματά μου ποιήσετε, καὶ τὰ προστάγματά μου φυλάξεσθε, καὶ πορεύεσθε ἐν αὐτοῖς· ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 5] Καὶ φυλάξεσθε πάντα τὰ προστάγματά μου, καὶ πάντα τὰ κρίματά μου, καὶ ποιήσετε αὐτά· ἃ ποιήσας αὐτὰ ἄνθρωπος, ζήσεται ἐν αὐτοῖς· ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 6] Ἄνθρωπος ἄνθρωπος πρὸς πάντα οἰκεῖα σαρκὸς αὐτοῦ οὐ προσελεύσεται ἀποκαλύψαι ἀσχημοσύνην· ἐγὼ Κύριος.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 7] Ἀσχημοσύνην πατρός σου καὶ ἀσχημοσύνην μητρός σου οὐκ ἀποκαλύψεις, μήτηρ γάρ σου ἐστὶν, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 8] Ἀσχημοσύνην γυναικὸς πατρός σου οὐκ ἀποκαλύψεις, ἀσχημοσύνη πατρός σου ἐστίν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 9] Ἀσχημοσύνην τῆς ἀδελφῆς σου ἐκ πατρός σου ἢ ἐκ μητρός σου, ἐνδογενοῦς ἢ γεγεννημένης ἔξω, οὐκ ἀποκαλύψεις ἀσχημοσύνην αὐτῶν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 10] Ἀσχημοσύνην θυγατρὸς υἱοῦ σου, ἢ θυγατρὸς θυγατρός σου, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῶν, ὅτι σὴ ἀσχημοσύνη ἐστίν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 11] Ἀσχημοσύνην θυγατρὸς γυναικὸς πατρός σου οὐκ ἀποκαλύψεις, ὁμοπατρία ἀδελφή σου ἐστὶν, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 12] Ἀσχημοσύνην ἀδελφῆς πατρός σου οὐκ ἀποκαλύψεις, οἰκεία γὰρ πατρός σου ἐστιν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 13] Ἀσχημοσύνην ἀδελφῆς μητρός σου οὐκ ἀποκαλύψεις, οἰκεία γὰρ μητρός σου ἐστίν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 14] Ἀσχημοσύνην ἀδελφοῦ τοῦ πατρός σου οὐκ ἀποκαλύψεις, καὶ πρὸς τὴν γυναῖκα αὐτοῦ οὐκ εἰσελεύσῃ, συγγενὴς γάρ σου ἐστίν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 15] Ἀσχημοσύνην νύμφης σου οὐκ ἀποκαλύψεις, γυνὴ γὰρ υἱοῦ σου ἐστὶν, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 16] Ἀσχημοσύνην γυναικὸς ἀδελφοῦ σου οὐκ ἀποκαλύψεις, ἀσχημοσύνη ἀδελφοῦ σου ἐστίν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 17] Ἀσχημοσύνην γυναικὸς καὶ θυγατρὸς αὐτῆς οὐκ ἀποκαλύψεις· τὴν θυγατέρα τοῦ υἱοῦ αὐτῆς, καὶ τὴν θυγατέρα τῆς θυγατρὸς αὐτῆς οὐ λήψῃ ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῶν, οἰκεῖαι γάρ σου εἰσίν· ἀσέβημα ἐστι.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 18] Γυναῖκα ἐπʼ ἀδελφῇ αὐτῆς οὐ λήψῃ ἀντίζηλον ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῆς ἐπʼ αὐτῇ, ἔτι ζώσης αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 19] Καὶ πρὸς γυναῖκα ἐν χωρισμῷ ἀκαθαρσίας αὐτῆς οὐκ εἰσελεύσῃ ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 20] Καὶ πρὸς τὴν γυναῖκα τοῦ πλησίον σου οὐ δώσεις κοίτην σπέρματός σου, ἐκμιανθῆναι πρὸς αὐτήν.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 21] Καὶ ἀπὸ τοῦ σπέρματός σου οὐ δώσεις λατρεύειν ἄρχοντι· καὶ οὐ βεβηλώσεις τὸ ὄνομα τὸ ἅγιον· ἐγὼ Κύριος.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 22] Καὶ μετὰ ἄρσενος οὐ κοιμηθήσῃ κοίτην γυναικείαν, βδέλυγμα γάρ ἐστι.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 23] Καὶ πρὸς πᾶν τετράπουν οὐ δώσεις τὴν κοίτην σου εἰς σπερματισμὸν, ἐκμιανθῆναι πρὸς αὐτό· καὶ γυνὴ οὐ στήσεται πρὸς πᾶν τετράπουν βιβασθῆναι· μυσαρὸν γάρ ἐστι.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 24] Μὴ μιαίνεσθε ἐν πᾶσι τούτοις· ἐν πᾶσι γὰρ τούτοις ἐμίανθησαν τὰ ἔθνη, ἃ ἐγὼ ἐξαποστέλλω πρὸ προσώπου ὑμῶν,
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 25] καὶ ἐξεμιάνθη ἡ γῆ καὶ ἀνταπέδωκα ἀδικίαν αὐτοῖς διʼ αὐτὴν, καὶ προσώχθισεν ἡ γῆ τοῖς ἐγκαθημένοις ἐπʼ αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 18 | Verse 26] Καὶ φυλάξεσθε πάντα τὰ νόμιμά μου, καὶ πάντα τὰ προστάγματά μου, καὶ οὐ ποιήσετε ἀπὸ πάντων τῶν βδελυγμάτων τούτων ὁ ἐγχώριος, καὶ ὁ προσγενόμενος προσήλυτος ἐν ὑμῖν·
