[LXX | EL | OT | Leviticus | Chapter 22 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 2] εἶπον Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ· καὶ προσεχέτωσαν ἀπὸ τῶν ἁγίων τῶν υἱῶν Ἰσραὴλ, καὶ οὐ βεβηλώσουσι τὸ ὄνομα τὸ ἅγιόν μου, ὅσα αὐτοὶ ἁγιάζουσί μοι· ἐγὼ Κύριος.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 3] Εἶπον αὐτοῖς, εἰς τὰς γενεὰς ὑμῶν πᾶς ἄνθρωπος, ὃς ἂν προσέλθῃ ἀπὸ παντὸς τοῦ σπέρματος ὑμῶν πρὸς τὰ ἅγια, ὅσα ἂν ἁγιάζωσιν οἱ υἱοὶ Ἰσραὴλ τῷ Κυρίῳ, καὶ ἡ ἀκαθαρσία αὐτοῦ ἐπʼ αὐτῷ ᾖ, ἐξολοθρευθήσεται ἡ ψυχὴ ἐκείνη ἀπʼ ἐμοῦ· ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 4] Καὶ ἄνθρωπος ἐκ τοῦ σπέρματος Ἀαρὼν τοῦ ἱερέως, καὶ οὗτος λεπρᾷ ἢ γονοῤῥυεῖ, τῶν ἁγίων οὐκ ἔδεται, ἕως ἂν καθαρισθῇ· καὶ ὁ ἁπτόμενος πάσης ἀκαθαρσίας ψυχῆς, ἢ ἄνθρωπος ᾧ ἂν ἐξέλθῃ ἐξ αὐτοῦ κοίτη σπέρματος,
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 5] ἢ ὅστις ἂν ἅψηται παντὸς ἑρπετοῦ ἀκαθάρτου, ὃ μιανεῖ αὐτὸν, ἢ ἐπʼ ἀνθρώπῳ, ἐν ᾧ μιανεῖ αὐτὸν κατὰ πᾶσαν ἀκαθαρσίαν αὐτοῦ·
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 6] Ψυχὴ ἥτις ἐὰν ἅψηται αὐτῶν, ἀκάθαρτος ἔσται ἕως ἑσπέρας· οὐκ ἔδεται ἀπὸ τῶν ἁγίων, ἐὰν μὴ λούσηται τὸ σῶμα αὐτοῦ ὕδατι.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 7] Καὶ δύῃ ὁ ἥλιος, καὶ καθαρὸς ἔσται· καὶ τότε φάγεται τῶν ἁγίων, ὅτι ἄρτος αὐτοῦ ἐστι.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 8] Θνησιμαῖον καὶ θηριάλωτον οὐ φάγεται, μιανθῆναι αὐτὸν ἐν αὐτοῖς· ἐγὼ Κύριος.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 9] Καὶ φυλάξονται τὰ φυλάγματά μου, ἵνα μὴ λάβωσι διʼ αὐτὰ ἁμαρτίαν, καὶ ἀποθάνωσι διʼ αὐτὰ, ἐὰν βεβηλώσουσιν αὐτά· ἐγὼ Κύριος ὁ Θεὸς ὁ ἁγιάζων αὐτούς.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 10] Καὶ πᾶς ἀλλογενὴς οὐ φάγεται ἅγια· πάροικος ἱερέως, ἢ μισθωτὸς, οὐ φάγεται ἅγια.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 11] Ἐὰν δὲ ἱερεὺς κτήσηται ψυχὴν ἔγκτητον ἀργυρίου, οὗτος φάγεται ἐκ τῶν ἄρτων αὐτοῦ· καὶ οἱ οἰκογενεῖς αὐτοῦ, καὶ οὗτοι φάγονται τῶν ἄρτων αὐτοῦ.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 12] Καὶ θυγάτηρ ἀνθρώπου ἱερέως ἐὰν γένηται ἀνδρὶ ἀλλογενεῖ, αὐτὴ τῶν ἀπαρχῶν ἁγίου οὐ φάγεται.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 13] Καὶ θυγάτηρ ἱερέως ἐὰν γένηται χήρα ἢ ἐκβεβλημένη, σπέρμα δὲ μὴ ᾖ αὐτῇ, ἐπαναστρέψει ἐπὶ τὸν οἶκον τὸν πατρικὸν κατὰ τὴν νεότητα αὐτῆς· ἀπὸ τῶν ἄρτων τοῦ πατρὸς αὐτῆς φάγεται· καὶ πᾶς ἀλλογενὴς οὐ φάγεται ἀπʼ αὐτῶν.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 14] Καὶ ἄνθρωπος ὃς ἂν φάγῃ ἅγια κατʼ ἄγνοιαν, καὶ προσθήσει τὸ ἐπίπεμπτον αὐτοῦ ἐπʼ αὐτὸ, καὶ δώσει τῷ ἱερεῖ τὸ ἅγιον.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 15] Καὶ οὐ βεβηλώσουσι τὰ ἅγια τῶν υἱῶν Ἰσραὴλ, ἃ αὐτοὶ ἀφαιροῦσι τῷ Κυρίῳ,
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 16] καὶ ἐπάξουσιν ἐφʼ ἑαυτοὺς ἀνομίαν πλημμελείας ἐν τῷ ἐσθίειν αὐτοὺς τὰ ἅγια αὐτῶν, ὅτι ἐγὼ Κύριος ὁ ἁγιάζων αὐτούς.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 17] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
