[LXX | EL | OT | Leviticus | Chapter 17 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 2] λάλησον πρὸς Ἀαρὼν καὶ πρὸς τοὺς υἱοὺς αὐτοῦ, καὶ πρὸς πάντας υἱοὺς Ἰσραὴλ, καὶ ἐρεῖς πρὸς αὐτοὺς, τοῦτο τὸ ῥῆμα ὃ ἐνετείλατο Κύριος, λέγων,
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 3] ἄνθρωπος ἄνθρωπος τῶν υἱῶν Ἰσραὴλ, ἢ τῶν προσηλύτων τῶν προσκειμένων ἐν ὑμῖν, ὃς ἐὰν σφάξῃ μόσχον, ἢ πρόβατον, ἢ αἶγα ἐν τῇ παρεμβολῇ, καὶ ὃς ἂν σφάξῃ ἔξω τῆς παρεμβολῆς,
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 4] καὶ ἐπὶ τὴν θύραν τῆς σκηνῆς τοῦ μαρτυρίου μὴ ἐνέγκῃ, ὥστε ποιῆσαι αὐτὸ εἰς ὁλοκαύτωμα ἢ σωτήριον Κυρίῳ δεκτὸν εἰς ὀσμὴν εὐωδίας· καὶ ὃς ἂν σφάξῃ ἔξω, καὶ ἐπὶ τὴν θύραν τῆς σκηνῆς τοῦ μαρτυρίου μὴ ἐνέγκῃ αὐτὸ, ὥστε προσενέγκαι δῶρον τῷ Κυρίῳ ἀπέναντι τῆς σκηνῆς Κυρίου· καὶ λογισθήσεται τῷ ἀνθρώπῳ ἐκείνῳ αἷμα· αὶμα ἐξέχεεν· ἐξολοθρευθήσεται ἡ ψυχὴ ἐκείνη ἐκ τοῦ λαοῦ αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 5] Ὅπως ἀναφέρωσιν οἱ υἱοὶ Ἰσραὴλ τὰς θυσίας αὐτῶν, ὅσας ἂν αὐτοὶ σφάξουσιν ἐν τοῖς πεδίοις, καὶ οἴσουσι τῷ Κυρίῳ ἐπὶ τὰς θύρας τῆς σκηνῆς τοῦ μαρτυρίου πρὸς τὸν ἱερέα· καὶ θύσουσι θυσίαν σωτηρίου τῷ Κυρίῳ αὐτά.
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 6] Καὶ προσχεεῖ ὁ ἱερεὺς τὸ αἷμα ἐπὶ τὸ θυσιαστήριον κύκλῳ ἀπέναντι Κυρίου παρὰ τὰς θύρας τῆς σκηνῆς τοῦ μαρτυρίου· καὶ ἀνοίσει τὸ στέαρ εἰς ὀσμὴν εὐωδίας Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 7] Καὶ οὐ θύσουσιν ἔτι τὰς θυσίας αὐτῶν τοῖς ματαίοις, οἷς αὐτοὶ ἐκπορνεύουσιν ὀπίσω αὐτῶν· νόμιμον αἰώνιον ἔσται ὑμῖν εἰς τὰς γενεὰς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 8] Καὶ ἐρεῖς πρὸς αὐτοὺς, ἄνθρωπος ἄνθρωπος τῶν υἱῶν Ἰσραὴλ, ἢ ἀπὸ τῶν υἱῶν τῶν προσηλύτων τῶν προσκειμένων ἐν ὑμῖν, ὃς ἂν ποιήσῃ ὁλοκαύτωμα ἢ θυσίαν,
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 9] καὶ ἐπὶ τὴν θύραν τῆς σκηνῆς τοῦ μαρτυρίου μὴ ἐνέγκῃ ποιῆσαι αὐτὸ τῷ Κυρίῳ, ἐξολοθρευθήσεται ὁ ἄνθρωπος ἐκεῖνος ἐκ τοῦ λαοῦ αὐτοῦ.
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 10] Καὶ ἄνθρωπος ἄνθρωπος τῶν υἱῶν Ἰσραὴλ, ἢ τῶν προσηλύτων τῶν προσκειμένων ἐν ὑμῖν, ὃς ἂν φάγῃ πᾶν αἷμα· καὶ ἐπιστήσω τὸ πρόσωπόν μου ἐπὶ τὴν ψυχὴν τὴν ἔσθουσαν τὸ αἷμα, καὶ ἀπολῶ αὐτὴν ἐκ τοῦ λαοῦ αὐτῆς.
[LXX | EL | OT | Leviticus | Chapter 17 | Verse 11] Ἡ γὰρ ψυχὴ πάσης σαρκὸς αἷμα αὐτοῦ ἐστι· καὶ ἐγὼ δέδωκα αὐτὸ ὑμῖν ἐπὶ τοῦ θυσιαστηρίου ἐξιλάσκεσθαι περὶ τῶν ψυχῶν ὑμῶν· τὸ γὰρ αἷμα αὐτοῦ ἀντὶ ψυχῆς ἐξιλάσεται.
