[LXX | EL | OT | Leviticus | Chapter 19 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 2] λάλησον τῇ συναγωγῇ τῶν υἱῶν Ἰσραὴλ, καὶ ἐρεῖς πρὸς αὐτοῦς, ἅγιοι ἔσεσθε, ὅτι ἅγιος ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 3] Ἕκαστος πατέρα αὐτοῦ καὶ μητέρα αὐτοῦ φοβείσθω, καὶ τὰ σάββατά μου φυλάξεσθε· ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 4] Οὐκ ἐπακολουθήσετε εἰδώλοις, καὶ θεοὺς χωνευτοὺς οὐ ποιήσετε ὑμῖν· ἐγὼ Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 5] Καὶ ἐὰν θύσητε θυσίαν σωτηρίου τῷ Κυρίῳ, δεκτὴν ὑμῶν θύσετε.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 6] ᾟ ἂν ἡμέρᾳ θύσετε, βρωθήσεται, καὶ τῇ αὔριον· καὶ ἐὰν καταλειφθῇ ἕως ἡμέρας τρίτης, ἐν πυρὶ κατακαυθήσεται.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 7] Ἐὰν δὲ βρώσει βρωθῇ τῇ ἡμέρᾳ τῇ τρίτῃ, ἄθυτόν ἐστιν, οὐ δεχθήσεται.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 8] Ὁ δὲ ἔσθων αὐτὸ, ἁμαρτίαν λήψεται, ὅτι τὰ ἅγια Κυρίου ἐβεβήλωσε· καὶ ἐξολοθρευθήσονται αἱ ψυχαὶ αἱ ἔσθουσαι ἐκ τοῦ λαοῦ αὐτῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 9] Καὶ ἐκθεριζόντων ὑμῶν τὸν θερισμὸν τῆς γῆς ὑμῶν, οὐ συντελέσετε τὸν θερισμὸν ὑμῶν τοῦ ἀγροῦ σου ἐκθερίσαι· καὶ τὰ ἀποπίπτοντα τοῦ θερισμοῦ σου οὐ συλλέξεις,
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 10] καὶ τὸν ἀμπελῶνά σου οὐκ ἐπανατρυγήσεις, οὐδὲ τὰς ῥῶγας τοῦ ἀμπελῶνός σου συλλέξεις· τῷ πτωχῷ καὶ τῷ προσηλύτῳ καταλείψεις αὐτά. ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 11] Οὐ κλέψετε, οὐ ψεύσεσθε, οὐδὲ συκοφαντήσει ἕκαστος τὸν πλησίον.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 12] Καὶ οὐκ ὀμεῖσθε τῷ ὀνόματί μου ἐπʼ ἀδίκῳ, καὶ οὐ βεβηλώσετε τὸ ὄνομα τὸ ἅγιον τοῦ Θεοῦ ὑμῶν· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 13] Οὐκ ἀδικήσεις τὸν πλησίον, καὶ οὐχ ἁρπᾷ· καὶ οὐ μὴ κοιμηθήσεται ὁ μισθὸς τοῦ μισθωτοῦ σου παρὰ σοὶ ἕως πρωΐ.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 14] Οὐ κακῶς ἐρεῖς κωφόν, καὶ ἀπέναντι τυφλοῦ οὐ προσθήσεις σκάνδαλον· καὶ φοβηθήσῃ Κύριον τὸν Θεόν σου· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 15] Οὐ ποιήσετε ἄδικον ἐν κρίσει· οὐ λήψῃ πρόσωπον πτωχοῦ, οὐδὲ μὴ θαυμάσῃς πρόσωπον δυνάστου· ἐν δικαιοσύνῃ κρίνεις τὸν πλησίον σου.
